standort,zielcluster,referenzpaar,referenzcluster,gewichtungsverfahren,referenzgewicht_0_bis_1
Borken-Coesfeld,BC-04,BC-03--BC-06,BC-06,1/d^2,0.0334391051028433
Borken-Coesfeld,BC-04,BC-03--BC-06,BC-03,Wald + Wind,0.5983452611010295
Borken-Coesfeld,BC-04,BC-03--BC-06,BC-06,Wald + Wind,0.4016547388989706
Borken-Coesfeld,BC-04,BC-03--BC-06,BC-03,Vollstaendig,0.5834838486960615
Borken-Coesfeld,BC-04,BC-03--BC-06,BC-06,Vollstaendig,0.4165161513039385
Borken-Coesfeld,BC-04,BC-05--BC-06,BC-05,Gleichgewichtung,0.5
Borken-Coesfeld,BC-04,BC-05--BC-06,BC-06,Gleichgewichtung,0.5
Borken-Coesfeld,BC-04,BC-05--BC-06,BC-05,1/d^2,0.9052179105978622
Borken-Coesfeld,BC-04,BC-05--BC-06,BC-06,1/d^2,0.0947820894021378
Borken-Coesfeld,BC-04,BC-05--BC-06,BC-05,Wald + Wind,0.5166251005378822
Borken-Coesfeld,BC-04,BC-05--BC-06,BC-06,Wald + Wind,0.4833748994621178
Borken-Coesfeld,BC-04,BC-05--BC-06,BC-05,Vollstaendig,0.5206700691740882
Borken-Coesfeld,BC-04,BC-05--BC-06,BC-06,Vollstaendig,0.4793299308259118
Borken-Coesfeld,BC-05,BC-01--BC-02,BC-01,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-01--BC-02,BC-02,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-01--BC-02,BC-01,1/d^2,0.5434736502559441
Borken-Coesfeld,BC-05,BC-01--BC-02,BC-02,1/d^2,0.4565263497440558
Borken-Coesfeld,BC-05,BC-01--BC-02,BC-01,Wald + Wind,0.4985154801875269
Borken-Coesfeld,BC-05,BC-01--BC-02,BC-02,Wald + Wind,0.501484519812473
Borken-Coesfeld,BC-05,BC-01--BC-02,BC-01,Vollstaendig,0.513044472847428
Borken-Coesfeld,BC-05,BC-01--BC-02,BC-02,Vollstaendig,0.4869555271525719
Borken-Coesfeld,BC-05,BC-01--BC-03,BC-01,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-01--BC-03,BC-03,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-01--BC-03,BC-01,1/d^2,0.0965719980881537
Borken-Coesfeld,BC-05,BC-01--BC-03,BC-03,1/d^2,0.9034280019118464
Borken-Coesfeld,BC-05,BC-01--BC-03,BC-01,Wald + Wind,0.508804525046612
Borken-Coesfeld,BC-05,BC-01--BC-03,BC-03,Wald + Wind,0.4911954749533879
Borken-Coesfeld,BC-05,BC-01--BC-03,BC-01,Vollstaendig,0.5271182633123658
Borken-Coesfeld,BC-05,BC-01--BC-03,BC-03,Vollstaendig,0.4728817366876342
Borken-Coesfeld,BC-05,BC-01--BC-04,BC-01,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-01--BC-04,BC-04,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-01--BC-04,BC-01,1/d^2,0.0545485747098839
Borken-Coesfeld,BC-05,BC-01--BC-04,BC-04,1/d^2,0.945451425290116
Borken-Coesfeld,BC-05,BC-01--BC-04,BC-01,Wald + Wind,0.525108037154529
Borken-Coesfeld,BC-05,BC-01--BC-04,BC-04,Wald + Wind,0.474891962845471
Borken-Coesfeld,BC-05,BC-01--BC-04,BC-01,Vollstaendig,0.5232526426485544
Borken-Coesfeld,BC-05,BC-01--BC-04,BC-04,Vollstaendig,0.4767473573514456
Borken-Coesfeld,BC-05,BC-01--BC-06,BC-01,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-01--BC-06,BC-06,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-01--BC-06,BC-01,1/d^2,0.2446255559204654
Borken-Coesfeld,BC-05,BC-01--BC-06,BC-06,1/d^2,0.7553744440795346
Borken-Coesfeld,BC-05,BC-01--BC-06,BC-01,Wald + Wind,0.5417026917089726
Borken-Coesfeld,BC-05,BC-01--BC-06,BC-06,Wald + Wind,0.4582973082910274
Borken-Coesfeld,BC-05,BC-01--BC-06,BC-01,Vollstaendig,0.5584010612519061
Borken-Coesfeld,BC-05,BC-01--BC-06,BC-06,Vollstaendig,0.4415989387480938
Borken-Coesfeld,BC-05,BC-02--BC-03,BC-02,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-02--BC-03,BC-03,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-02--BC-03,BC-02,1/d^2,0.082394989460322
Borken-Coesfeld,BC-05,BC-02--BC-03,BC-03,1/d^2,0.917605010539678
Borken-Coesfeld,BC-05,BC-02--BC-03,BC-02,Wald + Wind,0.5102885069556989
Borken-Coesfeld,BC-05,BC-02--BC-03,BC-03,Wald + Wind,0.489711493044301
Borken-Coesfeld,BC-05,BC-02--BC-03,BC-02,Vollstaendig,0.5140937327274601
Borken-Coesfeld,BC-05,BC-02--BC-03,BC-03,Vollstaendig,0.4859062672725399
Borken-Coesfeld,BC-05,BC-02--BC-04,BC-02,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-02--BC-04,BC-04,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-02--BC-04,BC-02,1/d^2,0.0462250566426281
Borken-Coesfeld,BC-05,BC-02--BC-04,BC-04,1/d^2,0.9537749433573718
Borken-Coesfeld,BC-05,BC-02--BC-04,BC-02,Wald + Wind,0.5265885927802607
Borken-Coesfeld,BC-05,BC-02--BC-04,BC-04,Wald + Wind,0.4734114072197394
Borken-Coesfeld,BC-05,BC-02--BC-04,BC-02,Vollstaendig,0.5102205701517527
Borken-Coesfeld,BC-05,BC-02--BC-04,BC-04,Vollstaendig,0.4897794298482472
Borken-Coesfeld,BC-05,BC-02--BC-06,BC-02,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-02--BC-06,BC-06,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-02--BC-06,BC-02,1/d^2,0.2138589262994159
Borken-Coesfeld,BC-05,BC-02--BC-06,BC-06,1/d^2,0.786141073700584
Borken-Coesfeld,BC-05,BC-02--BC-06,BC-02,Wald + Wind,0.5431765195520255
Borken-Coesfeld,BC-05,BC-02--BC-06,BC-06,Wald + Wind,0.4568234804479744
Borken-Coesfeld,BC-05,BC-02--BC-06,BC-02,Vollstaendig,0.545495223461712
Borken-Coesfeld,BC-05,BC-02--BC-06,BC-06,Vollstaendig,0.4545047765382881
Borken-Coesfeld,BC-05,BC-03--BC-04,BC-03,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-03--BC-04,BC-04,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-03--BC-04,BC-03,1/d^2,0.3505407039131681
Borken-Coesfeld,BC-05,BC-03--BC-04,BC-04,1/d^2,0.6494592960868318
Borken-Coesfeld,BC-05,BC-03--BC-04,BC-03,Wald + Wind,0.516317941367802
Borken-Coesfeld,BC-05,BC-03--BC-04,BC-04,Wald + Wind,0.483682058632198
Borken-Coesfeld,BC-05,BC-03--BC-04,BC-03,Vollstaendig,0.4961246044836497
Borken-Coesfeld,BC-05,BC-03--BC-04,BC-04,Vollstaendig,0.5038753955163502
Borken-Coesfeld,BC-05,BC-03--BC-06,BC-03,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-03--BC-06,BC-06,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-03--BC-06,BC-03,1/d^2,0.7518349396618499
Borken-Coesfeld,BC-05,BC-03--BC-06,BC-06,1/d^2,0.24816506033815
Borken-Coesfeld,BC-05,BC-03--BC-06,BC-03,Wald + Wind,0.5329465549240983
Borken-Coesfeld,BC-05,BC-03--BC-06,BC-06,Wald + Wind,0.4670534450759018
Borken-Coesfeld,BC-05,BC-03--BC-06,BC-03,Vollstaendig,0.5314822360609778
Borken-Coesfeld,BC-05,BC-03--BC-06,BC-06,Vollstaendig,0.4685177639390223
Borken-Coesfeld,BC-05,BC-04--BC-06,BC-04,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-04--BC-06,BC-06,Gleichgewichtung,0.5
Borken-Coesfeld,BC-05,BC-04--BC-06,BC-04,1/d^2,0.8487827921165845
Borken-Coesfeld,BC-05,BC-04--BC-06,BC-06,1/d^2,0.1512172078834155
Borken-Coesfeld,BC-05,BC-04--BC-06,BC-04,Wald + Wind,0.5166644501197584
Borken-Coesfeld,BC-05,BC-04--BC-06,BC-06,Wald + Wind,0.4833355498802416
Borken-Coesfeld,BC-05,BC-04--BC-06,BC-04,Vollstaendig,0.5353403846050063
Borken-Coesfeld,BC-05,BC-04--BC-06,BC-06,Vollstaendig,0.4646596153949937
Borken-Coesfeld,BC-06,BC-01--BC-02,BC-01,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-01--BC-02,BC-02,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-01--BC-02,BC-01,1/d^2,0.4626813728114755
Borken-Coesfeld,BC-06,BC-01--BC-02,BC-02,1/d^2,0.5373186271885245
Borken-Coesfeld,BC-06,BC-01--BC-02,BC-01,Wald + Wind,0.5540455750337693
Borken-Coesfeld,BC-06,BC-01--BC-02,BC-02,Wald + Wind,0.4459544249662308
Borken-Coesfeld,BC-06,BC-01--BC-02,BC-01,Vollstaendig,0.6003685982196864
Borken-Coesfeld,BC-06,BC-01--BC-02,BC-02,Vollstaendig,0.3996314017803135
Borken-Coesfeld,BC-06,BC-01--BC-03,BC-01,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-01--BC-03,BC-03,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-01--BC-03,BC-01,1/d^2,0.5267594422729879
Borken-Coesfeld,BC-06,BC-01--BC-03,BC-03,1/d^2,0.4732405577270121
Borken-Coesfeld,BC-06,BC-01--BC-03,BC-01,Wald + Wind,0.4190179263651281
Borken-Coesfeld,BC-06,BC-01--BC-03,BC-03,Wald + Wind,0.5809820736348719
Borken-Coesfeld,BC-06,BC-01--BC-03,BC-01,Vollstaendig,0.4317844696396924
Borken-Coesfeld,BC-06,BC-01--BC-03,BC-03,Vollstaendig,0.5682155303603076
Borken-Coesfeld,BC-06,BC-01--BC-04,BC-01,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-01--BC-04,BC-04,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-01--BC-04,BC-01,1/d^2,0.4484570178319452
Borken-Coesfeld,BC-06,BC-01--BC-04,BC-04,1/d^2,0.551542982168055
Borken-Coesfeld,BC-06,BC-01--BC-04,BC-01,Wald + Wind,0.4610900485133078
Borken-Coesfeld,BC-06,BC-01--BC-04,BC-04,Wald + Wind,0.5389099514866921
Borken-Coesfeld,BC-06,BC-01--BC-04,BC-01,Vollstaendig,0.4949156420065418
Borken-Coesfeld,BC-06,BC-01--BC-04,BC-04,Vollstaendig,0.5050843579934581
Borken-Coesfeld,BC-06,BC-01--BC-05,BC-01,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-01--BC-05,BC-05,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-01--BC-05,BC-01,1/d^2,0.3233505913341656
Borken-Coesfeld,BC-06,BC-01--BC-05,BC-05,1/d^2,0.6766494086658343
Borken-Coesfeld,BC-06,BC-01--BC-05,BC-01,Wald + Wind,0.4624884877631445
Borken-Coesfeld,BC-06,BC-01--BC-05,BC-05,Wald + Wind,0.5375115122368554
Borken-Coesfeld,BC-06,BC-01--BC-05,BC-01,Vollstaendig,0.5130791598805593
Borken-Coesfeld,BC-06,BC-01--BC-05,BC-05,Vollstaendig,0.4869208401194407
Borken-Coesfeld,BC-06,BC-02--BC-03,BC-02,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-02--BC-03,BC-03,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-02--BC-03,BC-02,1/d^2,0.5638231278115396
Borken-Coesfeld,BC-06,BC-02--BC-03,BC-03,1/d^2,0.4361768721884603
Borken-Coesfeld,BC-06,BC-02--BC-03,BC-02,Wald + Wind,0.3672955929145357
Borken-Coesfeld,BC-06,BC-02--BC-03,BC-03,Wald + Wind,0.6327044070854643
Borken-Coesfeld,BC-06,BC-02--BC-03,BC-02,Vollstaendig,0.3359097757099225
Borken-Coesfeld,BC-06,BC-02--BC-03,BC-03,Vollstaendig,0.6640902242900776
Borken-Coesfeld,BC-06,BC-02--BC-04,BC-02,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-02--BC-04,BC-04,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-02--BC-04,BC-02,1/d^2,0.4856653534855363
Borken-Coesfeld,BC-06,BC-02--BC-04,BC-04,1/d^2,0.5143346465144636
Borken-Coesfeld,BC-06,BC-02--BC-04,BC-02,Wald + Wind,0.4078198598923495
Borken-Coesfeld,BC-06,BC-02--BC-04,BC-04,Wald + Wind,0.5921801401076505
Borken-Coesfeld,BC-06,BC-02--BC-04,BC-02,Vollstaendig,0.3947618600391125
Borken-Coesfeld,BC-06,BC-02--BC-04,BC-04,Vollstaendig,0.6052381399608874
Borken-Coesfeld,BC-06,BC-02--BC-05,BC-02,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-02--BC-05,BC-05,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-02--BC-05,BC-02,1/d^2,0.3568956639805819
Borken-Coesfeld,BC-06,BC-02--BC-05,BC-05,1/d^2,0.6431043360194181
Borken-Coesfeld,BC-06,BC-02--BC-05,BC-02,Wald + Wind,0.4091794064389738
Borken-Coesfeld,BC-06,BC-02--BC-05,BC-05,Wald + Wind,0.5908205935610262
Borken-Coesfeld,BC-06,BC-02--BC-05,BC-02,Vollstaendig,0.4122497898905702
Borken-Coesfeld,BC-06,BC-02--BC-05,BC-05,Vollstaendig,0.58775021010943
Borken-Coesfeld,BC-06,BC-03--BC-04,BC-03,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-03--BC-04,BC-04,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-03--BC-04,BC-03,1/d^2,0.4221272033465076
Borken-Coesfeld,BC-06,BC-03--BC-04,BC-04,1/d^2,0.5778727966534924
Borken-Coesfeld,BC-06,BC-03--BC-04,BC-03,Wald + Wind,0.5426091695798932
Borken-Coesfeld,BC-06,BC-03--BC-04,BC-04,Wald + Wind,0.4573908304201067
Borken-Coesfeld,BC-06,BC-03--BC-04,BC-03,Vollstaendig,0.5632188777308296
Borken-Coesfeld,BC-06,BC-03--BC-04,BC-04,Vollstaendig,0.4367811222691705
Borken-Coesfeld,BC-06,BC-03--BC-05,BC-03,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-03--BC-05,BC-05,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-03--BC-05,BC-03,1/d^2,0.3003658629887556
Borken-Coesfeld,BC-06,BC-03--BC-05,BC-05,1/d^2,0.6996341370112443
Borken-Coesfeld,BC-06,BC-03--BC-05,BC-03,Wald + Wind,0.544005271216902
Borken-Coesfeld,BC-06,BC-03--BC-05,BC-05,Wald + Wind,0.455994728783098
Borken-Coesfeld,BC-06,BC-03--BC-05,BC-03,Vollstaendig,0.5810055968744545
Borken-Coesfeld,BC-06,BC-03--BC-05,BC-05,Vollstaendig,0.4189944031255455
Borken-Coesfeld,BC-06,BC-04--BC-05,BC-04,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-04--BC-05,BC-05,Gleichgewichtung,0.5
Borken-Coesfeld,BC-06,BC-04--BC-05,BC-04,1/d^2,0.3701649620374012
Borken-Coesfeld,BC-06,BC-04--BC-05,BC-05,1/d^2,0.6298350379625987
Borken-Coesfeld,BC-06,BC-04--BC-05,BC-04,Wald + Wind,0.5014066516825311
Borken-Coesfeld,BC-06,BC-04--BC-05,BC-05,Wald + Wind,0.498593348317469
Borken-Coesfeld,BC-06,BC-04--BC-05,BC-04,Vollstaendig,0.5181586877261957
Borken-Coesfeld,BC-06,BC-04--BC-05,BC-05,Vollstaendig,0.4818413122738044
Lorup,LO-01,LO-02--LO-03,LO-02,Gleichgewichtung,0.5
Lorup,LO-01,LO-02--LO-03,LO-03,Gleichgewichtung,0.5
Lorup,LO-01,LO-02--LO-03,LO-02,1/d^2,0.4941709436192891
Lorup,LO-01,LO-02--LO-03,LO-03,1/d^2,0.5058290563807109
Lorup,LO-01,LO-02--LO-03,LO-02,Wald + Wind,0.593361216243856
Lorup,LO-01,LO-02--LO-03,LO-03,Wald + Wind,0.406638783756144
Lorup,LO-01,LO-02--LO-03,LO-02,Vollstaendig,0.5977885522555058
Lorup,LO-01,LO-02--LO-03,LO-03,Vollstaendig,0.4022114477444942
Lorup,LO-02,LO-01--LO-03,LO-01,Gleichgewichtung,0.5
Lorup,LO-02,LO-01--LO-03,LO-03,Gleichgewichtung,0.5
Lorup,LO-02,LO-01--LO-03,LO-01,1/d^2,0.419619865677842
Lorup,LO-02,LO-01--LO-03,LO-03,1/d^2,0.580380134322158
Lorup,LO-02,LO-01--LO-03,LO-01,Wald + Wind,0.5161102426785636
Lorup,LO-02,LO-01--LO-03,LO-03,Wald + Wind,0.4838897573214363
Lorup,LO-02,LO-01--LO-03,LO-01,Vollstaendig,0.5176814708774422
Lorup,LO-02,LO-01--LO-03,LO-03,Vollstaendig,0.4823185291225578
Lorup,LO-03,LO-01--LO-02,LO-01,Gleichgewichtung,0.5
Lorup,LO-03,LO-01--LO-02,LO-02,Gleichgewichtung,0.5
Lorup,LO-03,LO-01--LO-02,LO-01,1/d^2,0.4253089389595512
Lorup,LO-03,LO-01--LO-02,LO-02,1/d^2,0.5746910610404488
Lorup,LO-03,LO-01--LO-02,LO-01,Wald + Wind,0.4233344964867152
Lorup,LO-03,LO-01--LO-02,LO-02,Wald + Wind,0.5766655035132848
Lorup,LO-03,LO-01--LO-02,LO-01,Vollstaendig,0.4205941230516444
Lorup,LO-03,LO-01--LO-02,LO-02,Vollstaendig,0.5794058769483554
Ostfriesland,OF-01,OF-02--OF-03,OF-02,Gleichgewichtung,0.5
Ostfriesland,OF-01,OF-02--OF-03,OF-03,Gleichgewichtung,0.5
Ostfriesland,OF-01,OF-02--OF-03,OF-02,1/d^2,0.9650309643281428
Ostfriesland,OF-01,OF-02--OF-03,OF-03,1/d^2,0.0349690356718571
Ostfriesland,OF-01,OF-02--OF-03,OF-02,Wald + Wind,0.5070848436050397
Ostfriesland,OF-01,OF-02--OF-03,OF-03,Wald + Wind,0.4929151563949603
Ostfriesland,OF-01,OF-02--OF-03,OF-02,Vollstaendig,0.584539041516611
Ostfriesland,OF-01,OF-02--OF-03,OF-03,Vollstaendig,0.415460958483389
Ostfriesland,OF-01,OF-02--OF-04,OF-02,Gleichgewichtung,0.5
Ostfriesland,OF-01,OF-02--OF-04,OF-04,Gleichgewichtung,0.5
Ostfriesland,OF-01,OF-02--OF-04,OF-02,1/d^2,0.9853188619329446
Ostfriesland,OF-01,OF-02--OF-04,OF-04,1/d^2,0.0146811380670553
Ostfriesland,OF-01,OF-02--OF-04,OF-02,Wald + Wind,0.5758640507483082
Ostfriesland,OF-01,OF-02--OF-04,OF-04,Wald + Wind,0.4241359492516919
Ostfriesland,OF-01,OF-02--OF-04,OF-02,Vollstaendig,0.6902980580279381
Ostfriesland,OF-01,OF-02--OF-04,OF-04,Vollstaendig,0.3097019419720618
Ostfriesland,OF-01,OF-03--OF-04,OF-03,Gleichgewichtung,0.5
Ostfriesland,OF-01,OF-03--OF-04,OF-04,Gleichgewichtung,0.5
Ostfriesland,OF-01,OF-03--OF-04,OF-03,1/d^2,0.7086227644064171
Ostfriesland,OF-01,OF-03--OF-04,OF-04,1/d^2,0.2913772355935827
Ostfriesland,OF-01,OF-03--OF-04,OF-03,Wald + Wind,0.5689273968929673
Ostfriesland,OF-01,OF-03--OF-04,OF-04,Wald + Wind,0.4310726031070326
Ostfriesland,OF-01,OF-03--OF-04,OF-03,Vollstaendig,0.6130327245230184
Ostfriesland,OF-01,OF-03--OF-04,OF-04,Vollstaendig,0.3869672754769815
Ostfriesland,OF-02,OF-01--OF-03,OF-01,Gleichgewichtung,0.5
Ostfriesland,OF-02,OF-01--OF-03,OF-03,Gleichgewichtung,0.5
Ostfriesland,OF-02,OF-01--OF-03,OF-01,1/d^2,0.9476494604062914
Ostfriesland,OF-02,OF-01--OF-03,OF-03,1/d^2,0.0523505395937086
Ostfriesland,OF-02,OF-01--OF-03,OF-01,Wald + Wind,0.5164351414729937
Ostfriesland,OF-02,OF-01--OF-03,OF-03,Wald + Wind,0.4835648585270062
Ostfriesland,OF-02,OF-01--OF-03,OF-01,Vollstaendig,0.5764946039080641
Ostfriesland,OF-02,OF-01--OF-03,OF-03,Vollstaendig,0.4235053960919359
Ostfriesland,OF-02,OF-01--OF-04,OF-01,Gleichgewichtung,0.5
Ostfriesland,OF-02,OF-01--OF-04,OF-04,Gleichgewichtung,0.5
Ostfriesland,OF-02,OF-01--OF-04,OF-01,1/d^2,0.9813765317489014
Ostfriesland,OF-02,OF-01--OF-04,OF-04,1/d^2,0.0186234682510986
Ostfriesland,OF-02,OF-01--OF-04,OF-01,Wald + Wind,0.5741097086652067
Ostfriesland,OF-02,OF-01--OF-04,OF-04,Wald + Wind,0.4258902913347931
Ostfriesland,OF-02,OF-01--OF-04,OF-01,Vollstaendig,0.6690538872028099
Ostfriesland,OF-02,OF-01--OF-04,OF-04,Vollstaendig,0.3309461127971902
Ostfriesland,OF-02,OF-03--OF-04,OF-03,Gleichgewichtung,0.5
Ostfriesland,OF-02,OF-03--OF-04,OF-04,Gleichgewichtung,0.5
Ostfriesland,OF-02,OF-03--OF-04,OF-03,1/d^2,0.7443136973393549
Ostfriesland,OF-02,OF-03--OF-04,OF-04,1/d^2,0.255686302660645
Ostfriesland,OF-02,OF-03--OF-04,OF-03,Wald + Wind,0.5579569341977866
Ostfriesland,OF-02,OF-03--OF-04,OF-04,Wald + Wind,0.4420430658022133
Ostfriesland,OF-02,OF-03--OF-04,OF-03,Vollstaendig,0.5976082496626591
Ostfriesland,OF-02,OF-03--OF-04,OF-04,Vollstaendig,0.4023917503373408
Ostfriesland,OF-03,OF-01--OF-02,OF-01,Gleichgewichtung,0.5
Ostfriesland,OF-03,OF-01--OF-02,OF-02,Gleichgewichtung,0.5
Ostfriesland,OF-03,OF-01--OF-02,OF-01,1/d^2,0.3961160567293683
Ostfriesland,OF-03,OF-01--OF-02,OF-02,1/d^2,0.6038839432706317
Ostfriesland,OF-03,OF-01--OF-02,OF-01,Wald + Wind,0.5088915719418298
Ostfriesland,OF-03,OF-01--OF-02,OF-02,Wald + Wind,0.4911084280581702
Ostfriesland,OF-03,OF-01--OF-02,OF-01,Vollstaendig,0.4902761780112269
Ostfriesland,OF-03,OF-01--OF-02,OF-02,Vollstaendig,0.509723821988773
Ostfriesland,OF-03,OF-01--OF-04,OF-01,Gleichgewichtung,0.5
Ostfriesland,OF-03,OF-01--OF-04,OF-04,Gleichgewichtung,0.5
Ostfriesland,OF-03,OF-01--OF-04,OF-01,1/d^2,0.3104357353538814
Ostfriesland,OF-03,OF-01--OF-04,OF-04,1/d^2,0.6895642646461184
Ostfriesland,OF-03,OF-01--OF-04,OF-01,Wald + Wind,0.616054116457883
Ostfriesland,OF-03,OF-01--OF-04,OF-04,Wald + Wind,0.383945883542117
Ostfriesland,OF-03,OF-01--OF-04,OF-01,Vollstaendig,0.5383675602231862
Ostfriesland,OF-03,OF-01--OF-04,OF-04,Vollstaendig,0.4616324397768138
Ostfriesland,OF-03,OF-02--OF-04,OF-02,Gleichgewichtung,0.5
Ostfriesland,OF-03,OF-02--OF-04,OF-04,Gleichgewichtung,0.5
Ostfriesland,OF-03,OF-02--OF-04,OF-02,1/d^2,0.406993487431687
Ostfriesland,OF-03,OF-02--OF-04,OF-04,1/d^2,0.593006512568313
Ostfriesland,OF-03,OF-02--OF-04,OF-02,Wald + Wind,0.6076067034627922
Ostfriesland,OF-03,OF-02--OF-04,OF-04,Wald + Wind,0.3923932965372078
Ostfriesland,OF-03,OF-02--OF-04,OF-02,Vollstaendig,0.5480197215506033
Ostfriesland,OF-03,OF-02--OF-04,OF-04,Vollstaendig,0.4519802784493967
Ostfriesland,OF-04,OF-01--OF-02,OF-01,Gleichgewichtung,0.5
Ostfriesland,OF-04,OF-01--OF-02,OF-02,Gleichgewichtung,0.5
Ostfriesland,OF-04,OF-01--OF-02,OF-01,1/d^2,0.4398260456549424
Ostfriesland,OF-04,OF-01--OF-02,OF-02,1/d^2,0.5601739543450577
Ostfriesland,OF-04,OF-01--OF-02,OF-01,Wald + Wind,0.4970576204764695
Ostfriesland,OF-04,OF-01--OF-02,OF-02,Wald + Wind,0.5029423795235305
Ostfriesland,OF-04,OF-01--OF-02,OF-01,Vollstaendig,0.4731211940803472
Ostfriesland,OF-04,OF-01--OF-02,OF-02,Vollstaendig,0.5268788059196527
Ostfriesland,OF-04,OF-01--OF-03,OF-01,Gleichgewichtung,0.5
Ostfriesland,OF-04,OF-01--OF-03,OF-03,Gleichgewichtung,0.5
Ostfriesland,OF-04,OF-01--OF-03,OF-01,1/d^2,0.1561987775758586
Ostfriesland,OF-04,OF-01--OF-03,OF-03,1/d^2,0.8438012224241415
Ostfriesland,OF-04,OF-01--OF-03,OF-01,Wald + Wind,0.5491581097538119
Ostfriesland,OF-04,OF-01--OF-03,OF-03,Wald + Wind,0.450841890246188
Ostfriesland,OF-04,OF-01--OF-03,OF-01,Vollstaendig,0.4264846165828085
Ostfriesland,OF-04,OF-01--OF-03,OF-03,Vollstaendig,0.5735153834171914
Ostfriesland,OF-04,OF-02--OF-03,OF-02,Gleichgewichtung,0.5
Ostfriesland,OF-04,OF-02--OF-03,OF-03,Gleichgewichtung,0.5
Ostfriesland,OF-04,OF-02--OF-03,OF-02,1/d^2,0.1907846967281805
Ostfriesland,OF-04,OF-02--OF-03,OF-03,1/d^2,0.8092153032718196
Ostfriesland,OF-04,OF-02--OF-03,OF-02,Wald + Wind,0.5520703630699383
Ostfriesland,OF-04,OF-02--OF-03,OF-03,Wald + Wind,0.4479296369300618
Ostfriesland,OF-04,OF-02--OF-03,OF-02,Vollstaendig,0.4529918691601972
Ostfriesland,OF-04,OF-02--OF-03,OF-03,Vollstaendig,0.5470081308398028
Paderborn,PA-01,PA-02--PA-03,PA-02,Gleichgewichtung,0.5
Paderborn,PA-01,PA-02--PA-03,PA-03,Gleichgewichtung,0.5
Paderborn,PA-01,PA-02--PA-03,PA-02,1/d^2,0.8496825392943563
Paderborn,PA-01,PA-02--PA-03,PA-03,1/d^2,0.1503174607056437
Paderborn,PA-01,PA-02--PA-03,PA-02,Wald + Wind,0.4050860083133968
Paderborn,PA-01,PA-02--PA-03,PA-03,Wald + Wind,0.5949139916866033
Paderborn,PA-01,PA-02--PA-03,PA-02,Vollstaendig,0.4302930836805277
Paderborn,PA-01,PA-02--PA-03,PA-03,Vollstaendig,0.5697069163194723
Paderborn,PA-01,PA-02--PA-04,PA-02,Gleichgewichtung,0.5
Paderborn,PA-01,PA-02--PA-04,PA-04,Gleichgewichtung,0.5
Paderborn,PA-01,PA-02--PA-04,PA-02,1/d^2,0.8713585848981672
Paderborn,PA-01,PA-02--PA-04,PA-04,1/d^2,0.1286414151018327
Paderborn,PA-01,PA-02--PA-04,PA-02,Wald + Wind,0.3482289217390744
Paderborn,PA-01,PA-02--PA-04,PA-04,Wald + Wind,0.6517710782609256
Paderborn,PA-01,PA-02--PA-04,PA-02,Vollstaendig,0.3567075800164804
Paderborn,PA-01,PA-02--PA-04,PA-04,Vollstaendig,0.6432924199835196
Paderborn,PA-01,PA-02--PA-05,PA-02,Gleichgewichtung,0.5
