standort,ostwert_utm32_m,nordwert_utm32_m,gelaendehoehe_positionsdaten_m,nabenhoehe_m,betriebsbeginn,betriebsende
Paderborn,487297,5720543,302.0,135.5,2025-05-07,
Paderborn,488110,5720258,315.7,149.1,2025-04-14,
Paderborn,485496,5721460,267.4,160.0,2023-12-09,
Paderborn,482910,5721999,226.8,129.0,2022-10-03,
Paderborn,484220,5722254,236.2,165.0,2022-10-24,
Paderborn,485456,5721674,253.2,129.0,2022-10-08,
Paderborn,485247,5721137,264.5,129.0,2022-09-26,
Paderborn,495486,5740311,394.3,149.0,2020-03-06,
Paderborn,495636,5739900,389.5,149.0,2020-03-20,
Paderborn,494688,5741267,419.0,65.0,1997-12-22,2026-01-06
Paderborn,493724,5740925,379.8,70.0,1998-02-17,2025-06-12
Paderborn,493907,5740998,394.8,58.0,1997-12-11,2024-11-02
Paderborn,494083,5741113,401.0,70.0,1998-02-16,2025-06-13
Paderborn,494030,5740594,381.7,70.0,1998-03-02,
Paderborn,493962,5740772,397.3,41.7,1994-10-31,
Paderborn,494855,5740899,409.4,135.4,2016-08-24,
Paderborn,491257,5738889,244.8,64.0,2001-12-15,
Paderborn,493681,5740813,374.8,58.0,1997-12-11,
Paderborn,493732,5740648,374.5,65.0,2025-09-29,
Paderborn,494398,5741622,426.5,160.0,2023-10-16,
Paderborn,494817,5741125,419.7,73.3,2020-02-12,
Paderborn,495217,5739603,410.7,149.0,2023-10-20,
Paderborn,494751,5742105,408.0,138.4,2022-03-30,
Paderborn,494741,5742410,403.9,149.0,2022-12-30,
Paderborn,489696,5723981,316.5,70.0,1999-11-15,
Paderborn,490114,5723933,329.0,68.0,2003-09-09,
Paderborn,489532,5723806,313.8,68.0,2004-06-26,
Paderborn,489397,5724120,301.8,64.0,2005-07-30,
Paderborn,489468,5724389,295.5,64.0,2005-07-27,
Paderborn,490111,5723603,329.5,64.0,2016-06-30,
Paderborn,489686,5722998,318.0,68.0,2002-11-05,
Paderborn,489974,5724360,317.1,149.0,2018-05-15,
Paderborn,489855,5724585,318.6,138.4,2018-03-13,
Paderborn,491937,5724153,360.9,138.4,2018-06-07,
Paderborn,489976,5725142,318.3,160.0,2025-11-06,
Paderborn,493978,5721266,338.2,164.0,2025-01-28,
Paderborn,494050,5720659,355.4,160.0,2025-01-28,
Paderborn,480524,5710972,348.2,135.4,2014-07-04,
Paderborn,480479,5710601,331.0,135.0,2014-06-25,
Paderborn,479813,5711351,367.6,119.0,2015-12-22,
Paderborn,479606,5710312,327.3,138.4,2015-07-15,
Paderborn,479296,5710524,337.2,140.0,2015-12-22,
Paderborn,479349,5710115,330.4,130.3,2022-11-16,
Paderborn,478987,5710506,353.4,138.4,2013-10-09,
Paderborn,476859,5709392,339.8,138.4,2015-08-05,
Paderborn,476416,5709809,333.6,138.4,2013-12-31,
Paderborn,476432,5709532,339.1,138.4,2015-08-18,
Paderborn,475929,5709773,327.2,138.4,2014-03-22,
Paderborn,475905,5709364,330.5,78.4,2013-12-18,
Paderborn,475824,5709004,327.2,138.4,2014-04-02,
Paderborn,475495,5709353,320.7,138.4,2014-04-07,
Paderborn,477028,5709783,336.9,138.4,2013-12-20,
Paderborn,477187,5709285,332.5,138.4,2013-12-20,
Paderborn,477694,5709827,333.9,138.4,2013-11-20,
Paderborn,477711,5709377,330.6,138.4,2013-11-20,
Paderborn,478243,5709856,338.8,138.4,2013-11-20,
Paderborn,478229,5709347,337.3,138.4,2013-12-12,
Paderborn,478850,5709957,339.0,138.4,2013-12-12,
Paderborn,478826,5709540,343.2,138.4,2013-12-18,
Paderborn,477739,5708829,335.1,138.4,2013-11-22,
Paderborn,477901,5710364,362.3,138.4,2013-10-02,
Paderborn,478411,5710451,374.7,138.4,2013-10-04,
Paderborn,478849,5711367,365.9,138.4,2013-10-02,
Paderborn,478732,5710840,370.4,138.4,2013-10-02,
Paderborn,479613,5710711,333.7,138.4,2013-12-04,
Paderborn,479499,5711116,371.2,138.4,2013-11-08,
Paderborn,479289,5711314,369.5,138.4,2013-10-18,
Paderborn,490659,5729415,276.6,67.0,2001-02-14,2021-09-30
Paderborn,489326,5730578,241.0,67.0,2001-05-09,2021-01-07
Paderborn,489458,5730764,238.0,67.0,2001-05-15,2021-04-01
Paderborn,490724,5729167,284.5,65.0,1999-09-06,2021-09-30
Paderborn,491125,5729218,296.7,65.0,1998-12-29,2021-03-19
Paderborn,490799,5728721,289.1,67.0,2001-05-10,2021-01-08
Paderborn,490558,5728941,273.8,67.0,2001-05-10,2021-01-08
Paderborn,491128,5728991,300.5,66.8,2001-02-14,2021-09-30
Paderborn,491001,5728531,300.8,67.0,1998-12-23,
Paderborn,490738,5728126,293.2,60.0,2001-04-11,2021-09-22
Paderborn,491142,5728315,307.5,65.0,1998-08-20,2021-03-08
Paderborn,490694,5728389,287.8,66.8,1998-08-27,2021-03-08
Paderborn,491557,5729470,312.8,36.0,1994-09-29,2024-01-01
Paderborn,492935,5730012,338.9,138.4,2017-01-25,
Paderborn,492760,5730271,332.0,138.3,2017-04-24,
Paderborn,493285,5730015,353.0,108.4,2012-06-29,
Paderborn,493239,5730300,352.9,108.4,2012-06-29,
Paderborn,489780,5730699,250.9,113.5,2012-09-27,
Paderborn,489096,5730954,222.9,108.4,2012-10-23,
Paderborn,491845,5730722,327.0,113.5,2014-10-22,
Paderborn,490078,5730667,261.0,113.5,2017-09-30,
Paderborn,490301,5730546,272.2,98.4,2017-09-30,
Paderborn,490453,5730346,279.5,138.4,2020-11-02,
Paderborn,490273,5729987,268.3,140.0,2017-08-26,
Paderborn,490564,5729787,273.3,98.2,2012-10-05,
Paderborn,490206,5729629,264.9,138.4,2017-10-18,
Paderborn,490552,5730004,276.9,138.4,2019-02-01,
Paderborn,492475,5730245,333.8,108.4,2017-04-27,
Paderborn,491176,5729693,301.3,138.4,2013-09-18,
Paderborn,490924,5729498,290.0,138.4,2014-11-06,
Paderborn,491492,5729990,322.0,138.4,2016-03-24,
Paderborn,491341,5729980,317.0,50.0,1994-03-01,
Paderborn,491376,5729811,317.2,50.0,1996-04-25,
Paderborn,490911,5729831,292.0,138.4,2013-03-28,
Paderborn,492618,5729338,321.9,138.4,2016-08-11,
Paderborn,488969,5729518,256.1,138.4,2017-04-28,
Paderborn,490970,5730014,297.2,50.0,1996-01-05,
Paderborn,490214,5729364,265.1,138.4,2017-07-14,
Paderborn,489891,5729364,255.9,138.4,2017-07-28,
Paderborn,490110,5729075,260.0,138.4,2017-08-17,
Paderborn,490121,5728793,267.4,138.4,2017-09-01,
Paderborn,492426,5730590,340.5,65.0,1998-01-14,
Paderborn,492633,5730547,339.6,50.0,1996-10-09,
Paderborn,492880,5730533,336.4,138.4,2014-06-13,
Paderborn,492207,5730767,330.4,113.5,2012-05-15,
Paderborn,492750,5730777,340.1,108.4,2011-09-21,
Paderborn,492065,5730932,340.3,113.5,2010-09-21,
Paderborn,492489,5730980,343.6,108.0,2009-08-13,
Paderborn,492348,5731175,343.0,108.4,2011-03-31,
Paderborn,492118,5731270,341.7,108.4,2011-03-30,
Paderborn,492563,5731273,331.4,138.4,2021-03-10,
Paderborn,492474,5731491,340.1,138.0,2012-06-01,
Paderborn,493791,5730763,328.3,160.0,2021-06-24,
Paderborn,491950,5731518,343.3,108.4,2010-04-16,
Paderborn,491611,5731451,327.0,138.4,2017-11-16,
Paderborn,491662,5731685,336.0,108.4,2012-04-23,
Paderborn,492325,5731687,345.2,138.0,2012-06-01,
Paderborn,491593,5731929,334.0,138.4,2012-04-20,
Paderborn,494730,5731729,352.3,138.4,2012-06-18,
Paderborn,494928,5732200,343.2,108.4,2012-06-22,
Paderborn,495008,5732461,348.3,55.0,1999-04-28,
Paderborn,495573,5732479,356.5,36.0,1992-05-19,
Paderborn,495556,5732602,359.6,36.0,1992-05-19,
Paderborn,495535,5732713,363.0,36.0,1992-05-19,
Paderborn,495519,5732830,365.6,36.0,1992-05-19,
Paderborn,495261,5733085,355.7,108.4,2012-06-14,
Paderborn,495397,5733558,337.4,138.0,2013-10-15,
Paderborn,492503,5730738,341.6,73.3,1998-01-14,
Paderborn,486290,5711225,370.8,149.0,2015-08-31,
Paderborn,488626,5709739,353.9,149.0,2016-09-15,
Paderborn,488720,5709210,367.6,135.4,2016-07-27,
Paderborn,483077,5710887,348.4,149.0,2016-12-21,
Paderborn,483446,5710687,355.3,149.1,2016-09-30,
Paderborn,483875,5711184,343.9,149.1,2016-09-30,
Paderborn,484271,5711073,351.4,149.0,2016-12-13,
Paderborn,484470,5711648,343.3,149.0,2016-12-28,
Paderborn,484887,5711602,342.8,149.0,2016-12-30,
Paderborn,484819,5711055,356.1,149.0,2016-12-15,
Paderborn,485333,5710824,364.9,149.1,2016-09-20,
Paderborn,485377,5711291,357.2,149.1,2016-09-21,
Paderborn,485892,5711347,366.6,149.1,2016-11-30,
Paderborn,486506,5710901,375.4,149.0,2017-01-12,
Paderborn,487896,5710210,341.9,164.0,2023-12-05,
Paderborn,488273,5709753,351.3,164.0,2023-12-07,
Paderborn,486740,5711396,372.2,139.0,2016-03-17,
Paderborn,487212,5711228,330.0,140.6,2016-05-12,
Paderborn,487664,5711153,330.1,140.6,2016-04-29,
Paderborn,488177,5711092,323.8,138.4,2016-02-15,
Paderborn,488502,5710950,323.9,140.6,2016-05-30,
Paderborn,487985,5710673,337.6,140.6,2016-04-25,
Paderborn,487491,5710463,341.3,140.6,2016-04-25,
Paderborn,487390,5710159,339.4,141.0,2017-08-30,
Paderborn,481958,5712413,382.2,50.0,1995-09-27,
Paderborn,482451,5712239,370.6,70.5,2001-12-30,
Paderborn,482868,5711993,342.9,108.4,2014-07-04,
Paderborn,482647,5711828,331.5,138.4,2017-09-20,
Paderborn,482382,5711547,314.9,149.1,2016-03-10,
Paderborn,483007,5711691,321.8,138.4,2014-08-23,
Paderborn,483165,5711539,326.5,138.4,2023-04-05,
Paderborn,483071,5711361,338.7,138.4,2014-12-19,
Paderborn,483707,5711379,331.9,138.4,2014-08-22,
Paderborn,484020,5711594,337.3,140.0,2015-12-18,
Paderborn,482770,5712275,365.4,108.4,2000-12-08,
Paderborn,483511,5711839,342.6,169.0,2025-02-21,
Paderborn,483351,5711145,344.5,169.0,2025-03-05,
Paderborn,482395,5712056,360.9,125.0,2001-12-30,
Paderborn,482290,5712609,374.0,130.6,2026-04-30,
Paderborn,482793,5712848,374.5,50.0,1995-08-16,
Paderborn,483434,5712351,365.0,68.0,1997-06-30,
Paderborn,484058,5712549,379.8,50.0,1997-06-30,
Paderborn,484077,5712099,359.8,70.5,2001-12-19,
Paderborn,485253,5711887,351.5,100.0,2016-06-28,
Paderborn,485834,5712290,354.7,85.0,2016-03-10,
Paderborn,487364,5709329,353.5,65.0,2001-12-19,
Paderborn,487231,5709740,348.0,164.0,2020-09-08,
Paderborn,487356,5709184,354.3,164.0,2023-02-27,
Paderborn,488384,5709137,367.9,164.0,2023-02-16,
Paderborn,486608,5711695,363.4,149.0,2015-03-26,
Paderborn,485632,5712425,364.2,149.0,2015-01-14,
Paderborn,486003,5711794,360.4,149.0,2015-02-27,
Paderborn,485584,5711901,354.9,149.0,2015-05-06,
Paderborn,485430,5712669,365.7,149.0,2015-12-21,
Paderborn,487677,5713062,291.0,149.0,2019-11-15,
Paderborn,487472,5712696,302.0,138.4,2016-12-23,
Paderborn,485575,5713065,328.9,149.0,2016-06-29,
Paderborn,486759,5708783,353.4,98.3,2010-01-22,
Paderborn,487134,5708777,348.2,160.0,2020-10-12,
Paderborn,487571,5708630,355.0,160.0,2022-01-11,
Paderborn,487843,5720657,314.7,149.1,2016-03-30,
Paderborn,494571,5721580,351.4,103.9,2015-12-29,
Paderborn,493895,5721344,335.3,65.0,1997-12-20,
Paderborn,494056,5721293,341.8,65.0,1997-12-22,
Paderborn,494361,5721385,352.2,65.0,1997-12-22,
Paderborn,495031,5721211,358.3,65.0,1997-12-22,
Paderborn,494581,5721165,360.5,66.8,1998-03-26,
Paderborn,494471,5720793,354.7,65.0,1997-12-23,
Paderborn,495063,5720892,362.4,50.0,1998-02-12,
Paderborn,494345,5721128,350.8,50.0,1998-11-20,
Paderborn,493933,5721023,335.0,58.0,1997-12-29,
Paderborn,493661,5721063,336.5,58.0,1997-12-29,
Paderborn,494792,5721244,360.8,149.1,2020-05-13,
Paderborn,493385,5719941,340.6,73.3,1998-02-26,
Paderborn,495129,5719611,341.8,149.1,2016-10-12,
Paderborn,494719,5721426,360.5,65.0,1997-12-20,
Paderborn,494189,5721191,343.3,58.0,1998-09-12,
Paderborn,495063,5720581,368.5,65.0,1997-12-23,
Paderborn,494739,5720148,363.7,100.0,1993-12-02,
Paderborn,494239,5720054,358.7,160.0,2024-12-27,
Paderborn,494150,5719642,340.9,164.0,2018-05-18,
Paderborn,490661,5716817,343.3,160.0,2024-12-27,
Paderborn,490004,5722877,332.4,149.0,2023-05-31,
Paderborn,489701,5723197,313.7,138.4,2022-06-28,
Paderborn,489938,5723816,326.8,138.4,2017-08-25,
Paderborn,490370,5724048,330.9,120.0,2022-09-08,
Paderborn,489988,5723161,329.7,160.0,2023-08-31,
Paderborn,490683,5724102,329.5,160.0,2025-10-10,
Paderborn,491902,5724455,354.9,160.0,2025-10-13,
Paderborn,491228,5724745,332.6,160.0,2025-10-18,
Paderborn,492109,5724247,360.4,134.0,2022-09-08,
Paderborn,490754,5714793,306.4,149.0,2015-11-04,
Paderborn,490517,5715225,305.7,149.0,2015-11-06,
Paderborn,491336,5715239,336.3,149.0,2015-11-04,
Paderborn,491030,5715616,325.1,149.0,2015-11-10,
Paderborn,491680,5715806,320.4,149.0,2015-11-13,
Paderborn,489863,5716129,344.6,149.0,2015-12-16,
Paderborn,490374,5716148,343.7,149.0,2015-12-04,
Paderborn,491168,5716389,336.6,149.0,2015-12-10,
Paderborn,489768,5716473,330.4,149.0,2016-03-31,
Paderborn,490017,5715838,327.0,149.0,2016-04-27,
Paderborn,490769,5716085,313.2,149.0,2016-05-24,
Paderborn,491010,5716920,344.0,149.0,2016-05-27,
Paderborn,491265,5715936,303.4,138.4,2016-04-27,
Paderborn,491777,5716584,318.5,149.0,2016-06-03,
Paderborn,491986,5716115,324.7,149.1,2016-06-22,
Paderborn,490894,5716561,354.7,149.0,2016-03-30,
Paderborn,491581,5716150,306.0,149.0,2016-03-31,
Paderborn,491805,5715544,328.1,149.0,2017-07-14,
Paderborn,487533,5720081,305.2,166.6,2025-05-19,
Paderborn,487306,5720524,302.9,166.6,2025-05-07,
Paderborn,488095,5720266,315.9,166.6,2025-04-14,
Paderborn,485074,5718275,260.4,160.0,2025-05-09,
Paderborn,485334,5717321,284.7,60.0,1999-12-22,2024-08-12
Paderborn,485604,5718811,272.1,69.0,2000-06-08,
Paderborn,485941,5718839,278.8,69.0,2000-10-24,
Paderborn,488718,5720558,311.7,162.0,2026-03-11,
Paderborn,488900,5720939,315.8,162.0,2026-03-11,
Paderborn,488778,5721328,302.2,162.0,2026-03-12,
Paderborn,485968,5718370,281.9,175.0,2026-03-04,
Paderborn,485543,5718113,276.6,175.0,2025-11-07,
Paderborn,486286,5718091,295.3,175.0,2025-11-07,
Paderborn,489354,5721351,307.9,162.0,2026-03-13,
Paderborn,485818,5718812,276.1,160.0,2024-06-17,
Paderborn,485387,5717749,279.3,160.0,2024-06-17,
Paderborn,485560,5718511,272.4,160.0,2024-08-27,
Paderborn,485669,5717506,288.7,160.0,2024-06-11,
Paderborn,485862,5717871,289.3,160.0,2025-07-11,
Paderborn,486158,5717634,298.0,160.0,2024-05-22,
Paderborn,486546,5717619,301.2,160.0,2024-04-26,
Paderborn,486572,5718464,296.3,160.0,2024-12-16,
Paderborn,486749,5718161,299.2,160.0,2025-01-10,
Paderborn,486881,5718937,292.9,160.0,2024-12-16,
Paderborn,487015,5718522,303.4,160.0,2024-12-16,
Paderborn,487184,5719687,286.9,160.0,2025-09-08,
Paderborn,487325,5718892,301.7,160.0,2025-01-02,
Paderborn,487535,5720906,297.1,162.0,2026-04-10,
Paderborn,485191,5719539,265.3,162.0,2025-10-29,
Paderborn,485020,5719934,258.3,162.0,2025-06-06,
Paderborn,489758,5724847,314.2,166.6,2025-11-06,
