standort,clusterpaar,modell,prognostiziertes_rms_logfehlerniveau
Paderborn,PA-09--PA-10,Wald + Wind,0.0649396614137416
Paderborn,PA-11--PA-12,Wald + Wind,0.0553496047366214
Paderborn,PA-02--PA-11,Wald + Wind,0.1348094620094536
Paderborn,PA-03--PA-11,Wald + Wind,0.1043108787021691
Paderborn,PA-04--PA-11,Wald + Wind,0.1127898928968853
Paderborn,PA-05--PA-11,Wald + Wind,0.0669871543824936
Paderborn,PA-06--PA-11,Wald + Wind,0.0656150180892397
Paderborn,PA-07--PA-11,Wald + Wind,0.066657496099859
Paderborn,PA-08--PA-11,Wald + Wind,0.0654414255810179
Paderborn,PA-09--PA-11,Wald + Wind,0.0726370725809501
Paderborn,PA-02--PA-12,Wald + Wind,0.1160236165558124
Paderborn,PA-03--PA-12,Wald + Wind,0.1321612652663182
Paderborn,PA-04--PA-12,Wald + Wind,0.1360941063773942
Paderborn,PA-05--PA-12,Wald + Wind,0.0962210744858954
Paderborn,PA-06--PA-12,Wald + Wind,0.0927078543713758
Paderborn,PA-07--PA-12,Wald + Wind,0.0902646466310522
Paderborn,PA-08--PA-12,Wald + Wind,0.0949058072774999
Paderborn,PA-09--PA-12,Wald + Wind,0.0976728338180403
Paderborn,PA-02--PA-03,Wald + Wind,0.1393151697971643
Paderborn,PA-02--PA-04,Wald + Wind,0.1089929041310344
Paderborn,PA-02--PA-05,Wald + Wind,0.152520082133197
Paderborn,PA-02--PA-06,Wald + Wind,0.158878438863583
Paderborn,PA-02--PA-07,Wald + Wind,0.1410407159820846
Paderborn,PA-02--PA-08,Wald + Wind,0.1616565628405203
Paderborn,PA-02--PA-09,Wald + Wind,0.1659151967220894
Paderborn,PA-03--PA-04,Wald + Wind,0.0794943158319483
Paderborn,PA-03--PA-05,Wald + Wind,0.0727984918414086
Paderborn,PA-03--PA-06,Wald + Wind,0.0755003845876921
Paderborn,PA-03--PA-07,Wald + Wind,0.0764624518209519
Paderborn,PA-03--PA-08,Wald + Wind,0.0672701801708225
Paderborn,PA-03--PA-09,Wald + Wind,0.0808905058394736
Paderborn,PA-04--PA-05,Wald + Wind,0.0794763931220023
Paderborn,PA-04--PA-06,Wald + Wind,0.0825274858758609
Paderborn,PA-04--PA-07,Wald + Wind,0.0877875228011629
Paderborn,PA-04--PA-08,Wald + Wind,0.086734688723821
Paderborn,PA-04--PA-09,Wald + Wind,0.0936726550770097
Paderborn,PA-05--PA-06,Wald + Wind,0.0553545180455422
Paderborn,PA-05--PA-07,Wald + Wind,0.0485632486436371
Paderborn,PA-05--PA-08,Wald + Wind,0.057941640209269
Paderborn,PA-05--PA-09,Wald + Wind,0.0678653559003975
Paderborn,PA-06--PA-07,Wald + Wind,0.0576485452425594
Paderborn,PA-06--PA-08,Wald + Wind,0.0533976806113787
Paderborn,PA-06--PA-09,Wald + Wind,0.0532165146951834
Paderborn,PA-07--PA-08,Wald + Wind,0.0571947484224558
Paderborn,PA-07--PA-09,Wald + Wind,0.0602807879804325
Paderborn,PA-08--PA-09,Wald + Wind,0.0640307403049772
Paderborn,PA-01--PA-10,Vollstaendig,0.0870826472821986
Paderborn,PA-01--PA-11,Vollstaendig,0.0963579651094079
Paderborn,PA-01--PA-12,Vollstaendig,0.0997837185303209
Paderborn,PA-01--PA-02,Vollstaendig,0.0964628264009327
Paderborn,PA-01--PA-03,Vollstaendig,0.0857851937357839
Paderborn,PA-01--PA-04,Vollstaendig,0.0739616467600405
Paderborn,PA-01--PA-05,Vollstaendig,0.0885136180252298
Paderborn,PA-01--PA-06,Vollstaendig,0.0810723993141908
Paderborn,PA-01--PA-07,Vollstaendig,0.0880603329057717
Paderborn,PA-01--PA-08,Vollstaendig,0.0891369630715043
Paderborn,PA-01--PA-09,Vollstaendig,0.0939103548254379
Paderborn,PA-10--PA-11,Vollstaendig,0.077050980991321
Paderborn,PA-10--PA-12,Vollstaendig,0.0826064351615541
Paderborn,PA-02--PA-10,Vollstaendig,0.0919045139903505
Paderborn,PA-03--PA-10,Vollstaendig,0.0769543715002003
Paderborn,PA-04--PA-10,Vollstaendig,0.0776405637746019
Paderborn,PA-05--PA-10,Vollstaendig,0.075034882508611
Paderborn,PA-06--PA-10,Vollstaendig,0.070858266870595
Paderborn,PA-07--PA-10,Vollstaendig,0.0737221015387446
Paderborn,PA-08--PA-10,Vollstaendig,0.0721300259025821
Paderborn,PA-09--PA-10,Vollstaendig,0.0740200422896287
Paderborn,PA-11--PA-12,Vollstaendig,0.0650469802140722
Paderborn,PA-02--PA-11,Vollstaendig,0.0787085735318473
Paderborn,PA-03--PA-11,Vollstaendig,0.0784835354792396
Paderborn,PA-04--PA-11,Vollstaendig,0.0881988494139555
Paderborn,PA-05--PA-11,Vollstaendig,0.0719567661505937
Paderborn,PA-06--PA-11,Vollstaendig,0.0783816825399015
Paderborn,PA-07--PA-11,Vollstaendig,0.0732898159929442
Paderborn,PA-08--PA-11,Vollstaendig,0.0710292920033996
Paderborn,PA-09--PA-11,Vollstaendig,0.0708412896978229
Paderborn,PA-02--PA-12,Vollstaendig,0.0764508675544265
Paderborn,PA-03--PA-12,Vollstaendig,0.083287655829781
Paderborn,PA-04--PA-12,Vollstaendig,0.0929156998503202
Paderborn,PA-05--PA-12,Vollstaendig,0.0782345009508449
Paderborn,PA-06--PA-12,Vollstaendig,0.0847049393671999
Paderborn,PA-07--PA-12,Vollstaendig,0.0781934887935523
Paderborn,PA-08--PA-12,Vollstaendig,0.0767700659913686
Paderborn,PA-09--PA-12,Vollstaendig,0.0759015369693917
Paderborn,PA-02--PA-03,Vollstaendig,0.0870718453512916
Paderborn,PA-02--PA-04,Vollstaendig,0.0932696792511245
Paderborn,PA-02--PA-05,Vollstaendig,0.0884295964463552
Paderborn,PA-02--PA-06,Vollstaendig,0.0955602672424393
Paderborn,PA-02--PA-07,Vollstaendig,0.0869907099011611
Paderborn,PA-02--PA-08,Vollstaendig,0.0872233095575179
Paderborn,PA-02--PA-09,Vollstaendig,0.0838773017312053
Paderborn,PA-03--PA-04,Vollstaendig,0.0809016641530587
Paderborn,PA-03--PA-05,Vollstaendig,0.0726273909488116
Paderborn,PA-03--PA-06,Vollstaendig,0.078457718192386
Paderborn,PA-03--PA-07,Vollstaendig,0.0740133245674221
Paderborn,PA-03--PA-08,Vollstaendig,0.0696447921137479
Paderborn,PA-03--PA-09,Vollstaendig,0.0720675439001533
Paderborn,PA-04--PA-05,Vollstaendig,0.0787587718827964
Paderborn,PA-04--PA-06,Vollstaendig,0.0729068920464076
Paderborn,PA-04--PA-07,Vollstaendig,0.0788897599929634
Paderborn,PA-04--PA-08,Vollstaendig,0.0804357480804378
Paderborn,PA-04--PA-09,Vollstaendig,0.0823469858344107
Paderborn,PA-05--PA-06,Vollstaendig,0.0716275808131331
Paderborn,PA-05--PA-07,Vollstaendig,0.0659398792826773
Paderborn,PA-05--PA-08,Vollstaendig,0.0681817738508297
Paderborn,PA-05--PA-09,Vollstaendig,0.0703805416303862
Paderborn,PA-06--PA-07,Vollstaendig,0.0713770945717354
Paderborn,PA-06--PA-08,Vollstaendig,0.0724419988904504
Paderborn,PA-06--PA-09,Vollstaendig,0.0733075430159119
Paderborn,PA-07--PA-08,Vollstaendig,0.0684814056362903
Paderborn,PA-07--PA-09,Vollstaendig,0.0688822951099253
Paderborn,PA-08--PA-09,Vollstaendig,0.0681965437064327
Rheda-Beckum,RB-01--RB-02,Konstant,0.0800182811425265
Rheda-Beckum,RB-01--RB-03,Konstant,0.0800182811425265
Rheda-Beckum,RB-01--RB-04,Konstant,0.0800182811425265
Rheda-Beckum,RB-01--RB-05,Konstant,0.0800182811425265
Rheda-Beckum,RB-02--RB-03,Konstant,0.0800182811425265
Rheda-Beckum,RB-02--RB-04,Konstant,0.0800182811425265
Rheda-Beckum,RB-02--RB-05,Konstant,0.0800182811425265
Rheda-Beckum,RB-03--RB-04,Konstant,0.0800182811425265
Rheda-Beckum,RB-03--RB-05,Konstant,0.0800182811425265
Rheda-Beckum,RB-04--RB-05,Konstant,0.0800182811425265
Rheda-Beckum,RB-01--RB-02,Distanz,0.0800515180589817
Rheda-Beckum,RB-01--RB-03,Distanz,0.0800474741575446
Rheda-Beckum,RB-01--RB-04,Distanz,0.0799996456111497
Rheda-Beckum,RB-01--RB-05,Distanz,0.0799937538913115
Rheda-Beckum,RB-02--RB-03,Distanz,0.0800482513050788
Rheda-Beckum,RB-02--RB-04,Distanz,0.0799999776541798
Rheda-Beckum,RB-02--RB-05,Distanz,0.0799941447778773
Rheda-Beckum,RB-03--RB-04,Distanz,0.0800072910614002
Rheda-Beckum,RB-03--RB-05,Distanz,0.080001438689155
Rheda-Beckum,RB-04--RB-05,Distanz,0.0800497043253944
Rheda-Beckum,RB-01--RB-02,Wald + Wind,0.042476337334772
Rheda-Beckum,RB-01--RB-03,Wald + Wind,0.0463686149075874
Rheda-Beckum,RB-01--RB-04,Wald + Wind,0.064751207778006
Rheda-Beckum,RB-01--RB-05,Wald + Wind,0.0613751732247506
Rheda-Beckum,RB-02--RB-03,Wald + Wind,0.0430338094500839
Rheda-Beckum,RB-02--RB-04,Wald + Wind,0.0653063343125145
Rheda-Beckum,RB-02--RB-05,Wald + Wind,0.0618382430253827
Rheda-Beckum,RB-03--RB-04,Wald + Wind,0.0643162826171316
Rheda-Beckum,RB-03--RB-05,Wald + Wind,0.0604035520019311
Rheda-Beckum,RB-04--RB-05,Wald + Wind,0.0441576635822531
Rheda-Beckum,RB-01--RB-02,Vollstaendig,0.0387393273704604
Rheda-Beckum,RB-01--RB-03,Vollstaendig,0.0439183510544654
Rheda-Beckum,RB-01--RB-04,Vollstaendig,0.0557388818001638
Rheda-Beckum,RB-01--RB-05,Vollstaendig,0.0520667750344546
Rheda-Beckum,RB-02--RB-03,Vollstaendig,0.0408823007403762
Rheda-Beckum,RB-02--RB-04,Vollstaendig,0.0546769231588474
Rheda-Beckum,RB-02--RB-05,Vollstaendig,0.0511184179700385
Rheda-Beckum,RB-03--RB-04,Vollstaendig,0.0521560027289493
Rheda-Beckum,RB-03--RB-05,Vollstaendig,0.0484483347356771
Rheda-Beckum,RB-04--RB-05,Vollstaendig,0.0402869225469683
