standort,zielcluster,referenzpaar,gewichtungsverfahren,log_transferfehler_kombiniert
Borken-Coesfeld,BC-03,BC-02--BC-06,Wald + Wind,-0.0477285817498001
Borken-Coesfeld,BC-03,BC-02--BC-06,Vollstaendig,-0.0484249237236206
Borken-Coesfeld,BC-03,BC-04--BC-05,Gleichgewichtung,-0.0009692386518278
Borken-Coesfeld,BC-03,BC-04--BC-05,1/d^2,-0.0040911088095499
Borken-Coesfeld,BC-03,BC-04--BC-05,Wald + Wind,-0.0014958390191909
Borken-Coesfeld,BC-03,BC-04--BC-05,Vollstaendig,-0.0015101465162388
Borken-Coesfeld,BC-03,BC-04--BC-06,Gleichgewichtung,-0.029477902843152
Borken-Coesfeld,BC-03,BC-04--BC-06,1/d^2,-0.0066204284608
Borken-Coesfeld,BC-03,BC-04--BC-06,Wald + Wind,-0.0269804438370392
Borken-Coesfeld,BC-03,BC-04--BC-06,Vollstaendig,-0.0285805714172341
Borken-Coesfeld,BC-03,BC-05--BC-06,Gleichgewichtung,-0.0248891332764081
Borken-Coesfeld,BC-03,BC-05--BC-06,1/d^2,-0.0034794139967342
Borken-Coesfeld,BC-03,BC-05--BC-06,Wald + Wind,-0.0253249768087667
Borken-Coesfeld,BC-03,BC-05--BC-06,Vollstaendig,-0.027322757272526
Borken-Coesfeld,BC-04,BC-01--BC-02,Gleichgewichtung,-0.0351230285053854
Borken-Coesfeld,BC-04,BC-01--BC-02,1/d^2,-0.0352217710280627
Borken-Coesfeld,BC-04,BC-01--BC-02,Wald + Wind,-0.0351971467528118
Borken-Coesfeld,BC-04,BC-01--BC-02,Vollstaendig,-0.0353524250143612
Borken-Coesfeld,BC-04,BC-01--BC-03,Gleichgewichtung,-0.015335097239568
Borken-Coesfeld,BC-04,BC-01--BC-03,1/d^2,0.0049452031806495
Borken-Coesfeld,BC-04,BC-01--BC-03,Wald + Wind,-0.0108054044231026
Borken-Coesfeld,BC-04,BC-01--BC-03,Vollstaendig,-0.0131459797771789
Borken-Coesfeld,BC-04,BC-01--BC-05,Gleichgewichtung,-0.0135514947229419
Borken-Coesfeld,BC-04,BC-01--BC-05,1/d^2,0.0073296159202995
Borken-Coesfeld,BC-04,BC-01--BC-05,Wald + Wind,-0.0123339845874272
Borken-Coesfeld,BC-04,BC-01--BC-05,Vollstaendig,-0.0140622525862016
Borken-Coesfeld,BC-04,BC-01--BC-06,Gleichgewichtung,-0.0425864804448636
Borken-Coesfeld,BC-04,BC-01--BC-06,1/d^2,-0.0454446914652447
Borken-Coesfeld,BC-04,BC-01--BC-06,Wald + Wind,-0.0427094459405787
Borken-Coesfeld,BC-04,BC-01--BC-06,Vollstaendig,-0.0422013730164007
Borken-Coesfeld,BC-04,BC-02--BC-03,Gleichgewichtung,-0.0139276218218806
Borken-Coesfeld,BC-04,BC-02--BC-03,1/d^2,0.0050388713290531
Borken-Coesfeld,BC-04,BC-02--BC-03,Wald + Wind,-0.0087598255859967
Borken-Coesfeld,BC-04,BC-02--BC-03,Vollstaendig,-0.0088595748565861
Borken-Coesfeld,BC-04,BC-02--BC-05,Gleichgewichtung,-0.0121465256834215
Borken-Coesfeld,BC-04,BC-02--BC-05,1/d^2,0.0076175393921242
Borken-Coesfeld,BC-04,BC-02--BC-05,Wald + Wind,-0.0099144254533406
Borken-Coesfeld,BC-04,BC-02--BC-05,Vollstaendig,-0.0092162478875394
Borken-Coesfeld,BC-04,BC-02--BC-06,Gleichgewichtung,-0.0411401500785196
Borken-Coesfeld,BC-04,BC-02--BC-06,1/d^2,-0.0450672821978636
Borken-Coesfeld,BC-04,BC-02--BC-06,Wald + Wind,-0.0416778375058442
Borken-Coesfeld,BC-04,BC-02--BC-06,Vollstaendig,-0.0418654030574755
Borken-Coesfeld,BC-04,BC-03--BC-05,Gleichgewichtung,0.0071962503932573
Borken-Coesfeld,BC-04,BC-03--BC-05,1/d^2,0.0063173996014606
Borken-Coesfeld,BC-04,BC-03--BC-05,Wald + Wind,0.0069090590262975
Borken-Coesfeld,BC-04,BC-03--BC-05,Vollstaendig,0.0069754289891414
Borken-Coesfeld,BC-04,BC-03--BC-06,Gleichgewichtung,-0.0212339743124565
Borken-Coesfeld,BC-04,BC-03--BC-06,1/d^2,0.0036868203779877
Borken-Coesfeld,BC-04,BC-03--BC-06,Wald + Wind,-0.0159290736507304
Borken-Coesfeld,BC-04,BC-03--BC-06,Vollstaendig,-0.0167289192166328
Borken-Coesfeld,BC-04,BC-05--BC-06,Gleichgewichtung,-0.0194398289115229
Borken-Coesfeld,BC-04,BC-05--BC-06,1/d^2,0.0036218279191603
Borken-Coesfeld,BC-04,BC-05--BC-06,Wald + Wind,-0.0184831288751169
Borken-Coesfeld,BC-04,BC-05--BC-06,Vollstaendig,-0.0182504974269508
Borken-Coesfeld,BC-05,BC-01--BC-02,Gleichgewichtung,-0.0440631784278847
Borken-Coesfeld,BC-05,BC-01--BC-02,1/d^2,-0.0441880959903141
Borken-Coesfeld,BC-05,BC-01--BC-02,Wald + Wind,-0.0440589130713352
Borken-Coesfeld,BC-05,BC-01--BC-02,Vollstaendig,-0.0441006588903152
Borken-Coesfeld,BC-05,BC-01--BC-03,Gleichgewichtung,-0.0242752471620673
Borken-Coesfeld,BC-05,BC-01--BC-03,1/d^2,-0.0074717103463102
Borken-Coesfeld,BC-05,BC-01--BC-03,Wald + Wind,-0.0246451390998313
Borken-Coesfeld,BC-05,BC-01--BC-03,Vollstaendig,-0.025414966587329
Borken-Coesfeld,BC-05,BC-01--BC-04,Gleichgewichtung,-0.0270534118568778
Borken-Coesfeld,BC-05,BC-01--BC-04,1/d^2,-0.0109003858873117
Borken-Coesfeld,BC-05,BC-01--BC-04,Wald + Wind,-0.0279716979254281
Borken-Coesfeld,BC-05,BC-01--BC-04,Vollstaendig,-0.0279038109943479
Borken-Coesfeld,BC-05,BC-01--BC-06,Gleichgewichtung,-0.0515266303673628
Borken-Coesfeld,BC-05,BC-01--BC-06,1/d^2,-0.0546183691629057
Borken-Coesfeld,BC-05,BC-01--BC-06,Wald + Wind,-0.0510226555711144
Borken-Coesfeld,BC-05,BC-01--BC-06,Vollstaendig,-0.0508209278599776
Borken-Coesfeld,BC-05,BC-02--BC-03,Gleichgewichtung,-0.0228677717443799
Borken-Coesfeld,BC-05,BC-02--BC-03,1/d^2,-0.0066582421208172
Borken-Coesfeld,BC-05,BC-02--BC-03,Wald + Wind,-0.0232704601414129
Borken-Coesfeld,BC-05,BC-02--BC-03,Vollstaendig,-0.0234194363732083
Borken-Coesfeld,BC-05,BC-02--BC-04,Gleichgewichtung,-0.025642023565998
Borken-Coesfeld,BC-05,BC-02--BC-04,1/d^2,-0.0104725905107124
Borken-Coesfeld,BC-05,BC-02--BC-04,Wald + Wind,-0.0265380419265198
Borken-Coesfeld,BC-05,BC-02--BC-04,Vollstaendig,-0.0259863551773958
Borken-Coesfeld,BC-05,BC-02--BC-06,Gleichgewichtung,-0.0500803000010189
Borken-Coesfeld,BC-05,BC-02--BC-06,1/d^2,-0.0543704724284755
Borken-Coesfeld,BC-05,BC-02--BC-06,Wald + Wind,-0.0494345406889933
Borken-Coesfeld,BC-05,BC-02--BC-06,Vollstaendig,-0.0493998733429492
Borken-Coesfeld,BC-05,BC-03--BC-04,Gleichgewichtung,-0.0062117858798917
Borken-Coesfeld,BC-05,BC-03--BC-04,1/d^2,-0.0070265649013142
Borken-Coesfeld,BC-05,BC-03--BC-04,Wald + Wind,-0.0061228686240688
Borken-Coesfeld,BC-05,BC-03--BC-04,Vollstaendig,-0.0062329042603276
Borken-Coesfeld,BC-05,BC-03--BC-06,Gleichgewichtung,-0.0301741242349559
Borken-Coesfeld,BC-05,BC-03--BC-06,1/d^2,-0.0166455740571054
Borken-Coesfeld,BC-05,BC-03--BC-06,Wald + Wind,-0.0283937978402357
Borken-Coesfeld,BC-05,BC-03--BC-06,Vollstaendig,-0.0284728576764732
Borken-Coesfeld,BC-05,BC-04--BC-06,Gleichgewichtung,-0.0329687484007661
Borken-Coesfeld,BC-05,BC-04--BC-06,1/d^2,-0.0161465149593316
Borken-Coesfeld,BC-05,BC-04--BC-06,Wald + Wind,-0.0321585308116891
Borken-Coesfeld,BC-05,BC-04--BC-06,Vollstaendig,-0.0312512952236997
Borken-Coesfeld,BC-06,BC-01--BC-02,Gleichgewichtung,0.0135257869241179
Borken-Coesfeld,BC-06,BC-01--BC-02,1/d^2,0.0136330061445952
Borken-Coesfeld,BC-06,BC-01--BC-02,Wald + Wind,0.0133704895427684
Borken-Coesfeld,BC-06,BC-01--BC-02,Vollstaendig,0.0132373633486939
Borken-Coesfeld,BC-06,BC-01--BC-03,Gleichgewichtung,0.0333137181899352
Borken-Coesfeld,BC-06,BC-01--BC-03,1/d^2,0.0321890876865812
Borken-Coesfeld,BC-06,BC-01--BC-03,Wald + Wind,0.0367095010605045
Borken-Coesfeld,BC-06,BC-01--BC-03,Vollstaendig,0.0361749327124668
Borken-Coesfeld,BC-06,BC-01--BC-04,Gleichgewichtung,0.0305355534951247
Borken-Coesfeld,BC-06,BC-01--BC-04,1/d^2,0.0324180169395622
Borken-Coesfeld,BC-06,BC-01--BC-04,Wald + Wind,0.0319569585106194
Borken-Coesfeld,BC-06,BC-01--BC-04,Vollstaendig,0.0307214030860744
Borken-Coesfeld,BC-06,BC-01--BC-05,Gleichgewichtung,0.0350973207065612
Borken-Coesfeld,BC-06,BC-01--BC-05,1/d^2,0.043101509114738
Borken-Coesfeld,BC-06,BC-01--BC-05,Wald + Wind,0.0368023766520316
Borken-Coesfeld,BC-06,BC-01--BC-05,Vollstaendig,0.0345021336925459
Borken-Coesfeld,BC-06,BC-02--BC-03,Gleichgewichtung,0.0347211936076226
Borken-Coesfeld,BC-06,BC-02--BC-03,1/d^2,0.03222055865201
Borken-Coesfeld,BC-06,BC-02--BC-03,Wald + Wind,0.0399007129948297
Borken-Coesfeld,BC-06,BC-02--BC-03,Vollstaendig,0.041121804307788
Borken-Coesfeld,BC-06,BC-02--BC-04,Gleichgewichtung,0.0319469417860043
Borken-Coesfeld,BC-06,BC-02--BC-04,1/d^2,0.0324296772019226
Borken-Coesfeld,BC-06,BC-02--BC-04,Wald + Wind,0.0350471509173439
Borken-Coesfeld,BC-06,BC-02--BC-04,Vollstaendig,0.035485542351427
Borken-Coesfeld,BC-06,BC-02--BC-05,Gleichgewichtung,0.0365022897460815
Borken-Coesfeld,BC-06,BC-02--BC-05,1/d^2,0.042583034574302
Borken-Coesfeld,BC-06,BC-02--BC-05,Wald + Wind,0.0403656945042063
Borken-Coesfeld,BC-06,BC-02--BC-05,Vollstaendig,0.0402353273629992
Borken-Coesfeld,BC-06,BC-03--BC-04,Gleichgewichtung,0.051377179472111
Borken-Coesfeld,BC-06,BC-03--BC-04,1/d^2,0.0509527378889048
Borken-Coesfeld,BC-06,BC-03--BC-04,Wald + Wind,0.0516093422794452
Borken-Coesfeld,BC-06,BC-03--BC-04,Vollstaendig,0.0517216182001566
Borken-Coesfeld,BC-06,BC-03--BC-05,Gleichgewichtung,0.0558450658227607
Borken-Coesfeld,BC-06,BC-03--BC-05,1/d^2,0.056541714339464
Borken-Coesfeld,BC-06,BC-03--BC-05,Wald + Wind,0.0556914385731562
Borken-Coesfeld,BC-06,BC-03--BC-05,Vollstaendig,0.0555622480927661
Borken-Coesfeld,BC-06,BC-04--BC-05,Gleichgewichtung,0.0531288811425606
Borken-Coesfeld,BC-06,BC-04--BC-05,1/d^2,0.0542889449817108
Borken-Coesfeld,BC-06,BC-04--BC-05,Wald + Wind,0.0531163054703167
Borken-Coesfeld,BC-06,BC-04--BC-05,Vollstaendig,0.0529665276545485
Lorup,LO-01,LO-02--LO-03,Gleichgewichtung,-0.0149137735514109
Lorup,LO-01,LO-02--LO-03,1/d^2,-0.0148461541139431
Lorup,LO-01,LO-02--LO-03,Wald + Wind,-0.0159974253907794
Lorup,LO-01,LO-02--LO-03,Vollstaendig,-0.0160488430443731
Lorup,LO-02,LO-01--LO-03,Gleichgewichtung,0.0161764163615203
Lorup,LO-02,LO-01--LO-03,1/d^2,0.0154422709204741
Lorup,LO-02,LO-01--LO-03,Wald + Wind,0.0163234931423236
Lorup,LO-02,LO-01--LO-03,Vollstaendig,0.0163378363486675
Lorup,LO-03,LO-01--LO-02,Gleichgewichtung,-0.001181679176291
Lorup,LO-03,LO-01--LO-02,1/d^2,-0.0027312486847669
Lorup,LO-03,LO-01--LO-02,Wald + Wind,-0.0027722438223134
Lorup,LO-03,LO-01--LO-02,Vollstaendig,-0.0028291446874885
Ostfriesland,OF-01,OF-02--OF-03,Gleichgewichtung,-0.0161980197447628
Ostfriesland,OF-01,OF-02--OF-03,1/d^2,-0.0391822535496378
Ostfriesland,OF-01,OF-02--OF-03,Wald + Wind,-0.0165442557318069
Ostfriesland,OF-01,OF-02--OF-03,Vollstaendig,-0.0203372786701229
Ostfriesland,OF-01,OF-02--OF-04,Gleichgewichtung,-0.0238639467577585
Ostfriesland,OF-01,OF-02--OF-04,1/d^2,-0.040426814683988
Ostfriesland,OF-01,OF-02--OF-04,Wald + Wind,-0.0264349993279832
Ostfriesland,OF-01,OF-02--OF-04,Vollstaendig,-0.0303257467901933
Ostfriesland,OF-01,OF-03--OF-04,Gleichgewichtung,0.0004566471752359
Ostfriesland,OF-01,OF-03--OF-04,1/d^2,0.0035854642928118
Ostfriesland,OF-01,OF-03--OF-04,Wald + Wind,0.0014914681519202
Ostfriesland,OF-01,OF-03--OF-04,Vollstaendig,0.0021530689753032
Ostfriesland,OF-02,OF-01--OF-03,Gleichgewichtung,0.0449095635246325
Ostfriesland,OF-02,OF-01--OF-03,1/d^2,0.0413493314326433
Ostfriesland,OF-02,OF-01--OF-03,Wald + Wind,0.0447790759492165
Ostfriesland,OF-02,OF-01--OF-03,Vollstaendig,0.0443020861804498
Ostfriesland,OF-02,OF-01--OF-04,Gleichgewichtung,0.0373973267229506
Ostfriesland,OF-02,OF-01--OF-04,1/d^2,0.0408007121290136
Ostfriesland,OF-02,OF-01--OF-04,Wald + Wind,0.037922045521888
Ostfriesland,OF-02,OF-01--OF-04,Vollstaendig,0.0385938765049004
Ostfriesland,OF-02,OF-03--OF-04,Gleichgewichtung,0.0413887968417127
Ostfriesland,OF-02,OF-03--OF-04,1/d^2,0.0450519089723429
Ostfriesland,OF-02,OF-03--OF-04,Wald + Wind,0.0422589876771927
Ostfriesland,OF-02,OF-03--OF-04,Vollstaendig,0.0428538939750163
Ostfriesland,OF-03,OF-01--OF-02,Gleichgewichtung,-0.0281957298897927
Ostfriesland,OF-03,OF-01--OF-02,1/d^2,-0.0324563931602855
Ostfriesland,OF-03,OF-01--OF-02,Wald + Wind,-0.0278318957383467
Ostfriesland,OF-03,OF-01--OF-02,Vollstaendig,-0.0285937704725658
Ostfriesland,OF-03,OF-01--OF-04,Gleichgewichtung,-0.0114738934909297
Ostfriesland,OF-03,OF-01--OF-04,1/d^2,-0.0128173191007803
Ostfriesland,OF-03,OF-01--OF-04,Wald + Wind,-0.0106523177664194
Ostfriesland,OF-03,OF-01--OF-04,Vollstaendig,-0.0112022053701572
Ostfriesland,OF-03,OF-02--OF-04,Gleichgewichtung,-0.0318030173051618
Ostfriesland,OF-03,OF-02--OF-04,1/d^2,-0.0286599952100104
Ostfriesland,OF-03,OF-02--OF-04,Wald + Wind,-0.0354518013547837
Ostfriesland,OF-03,OF-02--OF-04,Vollstaendig,-0.0334296502339208
Ostfriesland,OF-04,OF-01--OF-02,Gleichgewichtung,-0.0131744741447491
Ostfriesland,OF-04,OF-01--OF-02,1/d^2,-0.0156402170635448
Ostfriesland,OF-04,OF-01--OF-02,Wald + Wind,-0.0132949025022513
Ostfriesland,OF-04,OF-01--OF-02,Vollstaendig,-0.0142751333694093
Ostfriesland,OF-04,OF-01--OF-03,Gleichgewichtung,0.0110595990557958
Ostfriesland,OF-04,OF-01--OF-03,1/d^2,0.0137853287002291
Ostfriesland,OF-04,OF-01--OF-03,Wald + Wind,0.0106692552300848
Ostfriesland,OF-04,OF-01--OF-03,Vollstaendig,0.0116430695535292
Ostfriesland,OF-04,OF-02--OF-03,Gleichgewichtung,-0.0091158345471227
Ostfriesland,OF-04,OF-02--OF-03,1/d^2,0.0058798876435678
Ostfriesland,OF-04,OF-02--OF-03,Wald + Wind,-0.011663312428727
Ostfriesland,OF-04,OF-02--OF-03,Vollstaendig,-0.0068215807852568
Paderborn,PA-01,PA-02--PA-03,Gleichgewichtung,0.0792086553959829
Paderborn,PA-01,PA-02--PA-03,1/d^2,0.1137845255304093
Paderborn,PA-01,PA-02--PA-03,Wald + Wind,0.0696137446381556
Paderborn,PA-01,PA-02--PA-03,Vollstaendig,0.0721709342442525
Paderborn,PA-01,PA-02--PA-04,Gleichgewichtung,0.1006849652992803
Paderborn,PA-01,PA-02--PA-04,1/d^2,0.1212586088959568
Paderborn,PA-01,PA-02--PA-04,Wald + Wind,0.0921533111717111
Paderborn,PA-01,PA-02--PA-04,Vollstaendig,0.0926318546224669
Paderborn,PA-01,PA-02--PA-05,Gleichgewichtung,0.0831876294821376
Paderborn,PA-01,PA-02--PA-05,1/d^2,0.1233110727093378
Paderborn,PA-01,PA-02--PA-05,Wald + Wind,0.0894229866905311
Paderborn,PA-01,PA-02--PA-05,Vollstaendig,0.0788968984785923
Paderborn,PA-01,PA-02--PA-06,Gleichgewichtung,0.032293695282604
Paderborn,PA-01,PA-02--PA-06,1/d^2,0.122285560000987
Paderborn,PA-01,PA-02--PA-06,Wald + Wind,0.0501233004210023
Paderborn,PA-01,PA-02--PA-06,Vollstaendig,0.0118986858529236
Paderborn,PA-01,PA-02--PA-07,Gleichgewichtung,0.0603265570641361
Paderborn,PA-01,PA-02--PA-07,1/d^2,0.1236594863075799
Paderborn,PA-01,PA-02--PA-07,Wald + Wind,0.0727551384108139
Paderborn,PA-01,PA-02--PA-07,Vollstaendig,0.0514376719120989
Paderborn,PA-01,PA-02--PA-08,Gleichgewichtung,0.0760552340165531
Paderborn,PA-01,PA-02--PA-08,1/d^2,0.1245726115946222
Paderborn,PA-01,PA-02--PA-08,Wald + Wind,0.0820088291819456
Paderborn,PA-01,PA-02--PA-08,Vollstaendig,0.07033635563673
Paderborn,PA-01,PA-02--PA-09,Gleichgewichtung,0.0142135264607994
Paderborn,PA-01,PA-02--PA-09,1/d^2,0.1251405335070286
Paderborn,PA-01,PA-02--PA-09,Wald + Wind,0.0541807679353482
Paderborn,PA-01,PA-02--PA-09,Vollstaendig,0.0078701024528523
Paderborn,PA-01,PA-02--PA-10,Gleichgewichtung,0.0265942622471856
Paderborn,PA-01,PA-02--PA-10,1/d^2,0.124532582457922
Paderborn,PA-01,PA-02--PA-10,Wald + Wind,0.0568617476239918
Paderborn,PA-01,PA-02--PA-10,Vollstaendig,0.0131075146241144
Paderborn,PA-01,PA-02--PA-11,Gleichgewichtung,0.071893564915709
Paderborn,PA-01,PA-02--PA-11,1/d^2,0.1267936661538615
Paderborn,PA-01,PA-02--PA-11,Wald + Wind,0.0902810408699974
Paderborn,PA-01,PA-02--PA-11,Vollstaendig,0.0703300676146891
Paderborn,PA-01,PA-02--PA-12,Gleichgewichtung,0.0097966947749651
Paderborn,PA-01,PA-02--PA-12,1/d^2,0.1254670802283026
Paderborn,PA-01,PA-02--PA-12,Wald + Wind,0.0615156538433894
Paderborn,PA-01,PA-02--PA-12,Vollstaendig,0.0095917879959881
Paderborn,PA-01,PA-03--PA-04,Gleichgewichtung,0.0501968630369519
Paderborn,PA-01,PA-03--PA-04,1/d^2,0.048178853907896
Paderborn,PA-01,PA-03--PA-04,Wald + Wind,0.0528898558095368
Paderborn,PA-01,PA-03--PA-04,Vollstaendig,0.0536168032954482
Paderborn,PA-01,PA-03--PA-05,Gleichgewichtung,0.0317850475572686
Paderborn,PA-01,PA-03--PA-05,1/d^2,0.0297105479580778
Paderborn,PA-01,PA-03--PA-05,Wald + Wind,0.0304579099639603
Paderborn,PA-01,PA-03--PA-05,Vollstaendig,0.0315876416889589
Paderborn,PA-01,PA-03--PA-06,Gleichgewichtung,-0.0218666547822001
Paderborn,PA-01,PA-03--PA-06,1/d^2,0.0119940474505256
Paderborn,PA-01,PA-03--PA-06,Wald + Wind,-0.0039612066673959
Paderborn,PA-01,PA-03--PA-06,Vollstaendig,-0.0250517183584883
Paderborn,PA-01,PA-03--PA-07,Gleichgewichtung,0.0077034971647588
Paderborn,PA-01,PA-03--PA-07,1/d^2,0.0208480149568219
Paderborn,PA-01,PA-03--PA-07,Wald + Wind,0.0148237597702258
Paderborn,PA-01,PA-03--PA-07,Vollstaendig,0.0079810658827775
Paderborn,PA-01,PA-03--PA-08,Gleichgewichtung,0.0242750261789402
Paderborn,PA-01,PA-03--PA-08,1/d^2,0.0264274803849647
Paderborn,PA-01,PA-03--PA-08,Wald + Wind,0.0252556398469028
Paderborn,PA-01,PA-03--PA-08,Vollstaendig,0.0243866549764
Paderborn,PA-01,PA-03--PA-09,Gleichgewichtung,-0.0409627221739182
Paderborn,PA-01,PA-03--PA-09,1/d^2,0.0173190432431412
Paderborn,PA-01,PA-03--PA-09,Wald + Wind,-0.0064017274977002
Paderborn,PA-01,PA-03--PA-09,Vollstaendig,-0.0347568660204041
Paderborn,PA-01,PA-03--PA-10,Gleichgewichtung,-0.0278842395232834
Paderborn,PA-01,PA-03--PA-10,1/d^2,0.0166890408282866
Paderborn,PA-01,PA-03--PA-10,Wald + Wind,-0.0024109242349715
Paderborn,PA-01,PA-03--PA-10,Vollstaendig,-0.0270562056324142
Paderborn,PA-01,PA-03--PA-11,Gleichgewichtung,0.0198917029008723
Paderborn,PA-01,PA-03--PA-11,1/d^2,0.0264842585889983
Paderborn,PA-01,PA-03--PA-11,Wald + Wind,0.0236011097689378
Paderborn,PA-01,PA-03--PA-11,Vollstaendig,0.0207645366547938
Paderborn,PA-01,PA-03--PA-12,Gleichgewichtung,-0.0456306924591226
Paderborn,PA-01,PA-03--PA-12,1/d^2,0.0180461301749789
Paderborn,PA-01,PA-03--PA-12,Wald + Wind,-0.0034984900999645
Paderborn,PA-01,PA-03--PA-12,Vollstaendig,-0.0352146410897523
Paderborn,PA-01,PA-04--PA-05,Gleichgewichtung,0.054292725576837
Paderborn,PA-01,PA-04--PA-05,1/d^2,0.0619755524686216
Paderborn,PA-01,PA-04--PA-05,Wald + Wind,0.0619265190624996
Paderborn,PA-01,PA-04--PA-05,Vollstaendig,0.0579030703360036
Paderborn,PA-01,PA-04--PA-06,Gleichgewichtung,0.0018669712527402
Paderborn,PA-01,PA-04--PA-06,1/d^2,0.0466356745909788
Paderborn,PA-01,PA-04--PA-06,Wald + Wind,0.034692513933356
Paderborn,PA-01,PA-04--PA-06,Vollstaendig,0.0085187849591781
Paderborn,PA-01,PA-04--PA-07,Gleichgewichtung,0.030753499143225
Paderborn,PA-01,PA-04--PA-07,1/d^2,0.0560624007655355
Paderborn,PA-01,PA-04--PA-07,Wald + Wind,0.0499424387937169
Paderborn,PA-01,PA-04--PA-07,Vollstaendig,0.0378025443235385
Paderborn,PA-01,PA-04--PA-08,Gleichgewichtung,0.0469504643948929
Paderborn,PA-01,PA-04--PA-08,1/d^2,0.0620391519481066
Paderborn,PA-01,PA-04--PA-08,Wald + Wind,0.0572008844139795
Paderborn,PA-01,PA-04--PA-08,Vollstaendig,0.0517115589668527
Paderborn,PA-01,PA-04--PA-09,Gleichgewichtung,-0.0167770116364477
Paderborn,PA-01,PA-04--PA-09,1/d^2,0.0566564566259155
Paderborn,PA-01,PA-04--PA-09,Wald + Wind,0.035975558953969
Paderborn,PA-01,PA-04--PA-09,Vollstaendig,0.0051372759733166
Paderborn,PA-01,PA-04--PA-10,Gleichgewichtung,-0.0040090603735112
Paderborn,PA-01,PA-04--PA-10,1/d^2,0.0547967738331308
Paderborn,PA-01,PA-04--PA-10,Wald + Wind,0.0381678955262448
Paderborn,PA-01,PA-04--PA-10,Vollstaendig,0.0091809211382573
Paderborn,PA-01,PA-04--PA-11,Gleichgewichtung,0.0426656273152867
Paderborn,PA-01,PA-04--PA-11,1/d^2,0.0672930169424582
Paderborn,PA-01,PA-04--PA-11,Wald + Wind,0.0596118670681561
Paderborn,PA-01,PA-04--PA-11,Vollstaendig,0.0505050260552369
Paderborn,PA-01,PA-04--PA-12,Gleichgewichtung,-0.021333183566891
Paderborn,PA-01,PA-04--PA-12,1/d^2,0.0579693507715658
Paderborn,PA-01,PA-04--PA-12,Wald + Wind,0.0398799728369645
Paderborn,PA-01,PA-04--PA-12,Vollstaendig,0.0062654141131571
Paderborn,PA-01,PA-05--PA-06,Gleichgewichtung,-0.0174654071885369
Paderborn,PA-01,PA-05--PA-06,1/d^2,-0.0023982277767489
Paderborn,PA-01,PA-05--PA-06,Wald + Wind,-0.0150519769009121
Paderborn,PA-01,PA-05--PA-06,Vollstaendig,-0.0234981623274388
Paderborn,PA-01,PA-05--PA-07,Gleichgewichtung,0.0119767781907273
Paderborn,PA-01,PA-05--PA-07,1/d^2,0.0178272309146786
Paderborn,PA-01,PA-05--PA-07,Wald + Wind,0.0130270326448
Paderborn,PA-01,PA-05--PA-07,Vollstaendig,0.0111653422360522
Paderborn,PA-01,PA-05--PA-08,Gleichgewichtung,0.0284782233210503
Paderborn,PA-01,PA-05--PA-08,1/d^2,0.0301585988298724
Paderborn,PA-01,PA-05--PA-08,Wald + Wind,0.0282936002138746
Paderborn,PA-01,PA-05--PA-08,Vollstaendig,0.0283755606401393
Paderborn,PA-01,PA-05--PA-09,Gleichgewichtung,-0.0364768104905214
Paderborn,PA-01,PA-05--PA-09,1/d^2,0.0077980677150597
Paderborn,PA-01,PA-05--PA-09,Wald + Wind,-0.0207096684767648
Paderborn,PA-01,PA-05--PA-09,Vollstaendig,-0.0334257948109981
Paderborn,PA-01,PA-05--PA-10,Gleichgewichtung,-0.0234564859262598
Paderborn,PA-01,PA-05--PA-10,1/d^2,0.0068222553896015
Paderborn,PA-01,PA-05--PA-10,Wald + Wind,-0.0138535209605143
Paderborn,PA-01,PA-05--PA-10,Vollstaendig,-0.0254612473899716
Paderborn,PA-01,PA-05--PA-11,Gleichgewichtung,0.0241133255328157
Paderborn,PA-01,PA-05--PA-11,1/d^2,0.0315218954182139
Paderborn,PA-01,PA-05--PA-11,Wald + Wind,0.0264058944556168
Paderborn,PA-01,PA-05--PA-11,Vollstaendig,0.024899875922758
Paderborn,PA-01,PA-05--PA-12,Gleichgewichtung,-0.0411238389497447
Paderborn,PA-01,PA-05--PA-12,1/d^2,0.0094527264690035
Paderborn,PA-01,PA-05--PA-12,Wald + Wind,-0.0170767656053939
Paderborn,PA-01,PA-05--PA-12,Vollstaendig,-0.033843087359867
Paderborn,PA-01,PA-06--PA-07,Gleichgewichtung,-0.0427781905850402
Paderborn,PA-01,PA-06--PA-07,1/d^2,-0.0416330547513726
Paderborn,PA-01,PA-06--PA-07,Wald + Wind,-0.0427555623843741
Paderborn,PA-01,PA-06--PA-07,Vollstaendig,-0.0451242852908004
Paderborn,PA-01,PA-06--PA-08,Gleichgewichtung,-0.0253560597473172
Paderborn,PA-01,PA-06--PA-08,1/d^2,-0.0227016435692531
Paderborn,PA-01,PA-06--PA-08,Wald + Wind,-0.0221128101164594
Paderborn,PA-01,PA-06--PA-08,Vollstaendig,-0.0299191896979342
Paderborn,PA-01,PA-06--PA-09,Gleichgewichtung,-0.0940298915138301
Paderborn,PA-01,PA-06--PA-09,1/d^2,-0.0861084646604868
Paderborn,PA-01,PA-06--PA-09,Wald + Wind,-0.0905980637778749
Paderborn,PA-01,PA-06--PA-09,Vollstaendig,-0.0909927933935938
Paderborn,PA-01,PA-06--PA-10,Gleichgewichtung,-0.0802435167990393
Paderborn,PA-01,PA-06--PA-10,1/d^2,-0.0785788834840699
