standort,zielcluster,referenzpaar,gewichtungsverfahren,log_transferfehler_kombiniert
Paderborn,PA-05,PA-03--PA-06,Wald + Wind,-0.0715116531785318
Paderborn,PA-05,PA-03--PA-06,Vollstaendig,-0.0590272081868154
Paderborn,PA-05,PA-03--PA-07,Gleichgewichtung,-0.0282533651749704
Paderborn,PA-05,PA-03--PA-07,1/d^2,-0.0399879770384102
Paderborn,PA-05,PA-03--PA-07,Wald + Wind,-0.0361491929998803
Paderborn,PA-05,PA-03--PA-07,Vollstaendig,-0.0304963860028195
Paderborn,PA-05,PA-03--PA-08,Gleichgewichtung,-0.0116818361607886
Paderborn,PA-05,PA-03--PA-08,1/d^2,-0.0134568599407606
Paderborn,PA-05,PA-03--PA-08,Wald + Wind,-0.0124129546582537
Paderborn,PA-05,PA-03--PA-08,Vollstaendig,-0.0119011656499988
Paderborn,PA-05,PA-03--PA-09,Gleichgewichtung,-0.0769195845136473
Paderborn,PA-05,PA-03--PA-09,1/d^2,-0.0332657383878594
Paderborn,PA-05,PA-03--PA-09,Wald + Wind,-0.0816349144952584
Paderborn,PA-05,PA-03--PA-09,Vollstaendig,-0.0790216115956202
Paderborn,PA-05,PA-03--PA-10,Gleichgewichtung,-0.0638411018630125
Paderborn,PA-05,PA-03--PA-10,1/d^2,-0.0453468109584281
Paderborn,PA-05,PA-03--PA-10,Wald + Wind,-0.0579475029261677
Paderborn,PA-05,PA-03--PA-10,Vollstaendig,-0.0620650401907335
Paderborn,PA-05,PA-03--PA-11,Gleichgewichtung,-0.0160651594388569
Paderborn,PA-05,PA-03--PA-11,1/d^2,-0.0114213224562135
Paderborn,PA-05,PA-03--PA-11,Wald + Wind,-0.0166664071657812
Paderborn,PA-05,PA-03--PA-11,Vollstaendig,-0.0161253069618002
Paderborn,PA-05,PA-03--PA-12,Gleichgewichtung,-0.0815875547988518
Paderborn,PA-05,PA-03--PA-12,1/d^2,-0.0331748699054127
Paderborn,PA-05,PA-03--PA-12,Wald + Wind,-0.0624216736220845
Paderborn,PA-05,PA-03--PA-12,Vollstaendig,-0.0771859047726899
Paderborn,PA-05,PA-04--PA-06,Gleichgewichtung,-0.0340898910869888
Paderborn,PA-05,PA-04--PA-06,1/d^2,-0.0259008778835732
Paderborn,PA-05,PA-04--PA-06,Wald + Wind,-0.0588478177588275
Paderborn,PA-05,PA-04--PA-06,Vollstaendig,-0.04072141800093
Paderborn,PA-05,PA-04--PA-07,Gleichgewichtung,-0.0052033631965039
Paderborn,PA-05,PA-04--PA-07,1/d^2,-0.0175232165670286
Paderborn,PA-05,PA-04--PA-07,Wald + Wind,-0.0245652317086484
Paderborn,PA-05,PA-04--PA-07,Vollstaendig,-0.0127481376629256
Paderborn,PA-05,PA-04--PA-08,Gleichgewichtung,0.0109936020551642
Paderborn,PA-05,PA-04--PA-08,1/d^2,0.0052180188104408
Paderborn,PA-05,PA-04--PA-08,Wald + Wind,0.0035551538431263
Paderborn,PA-05,PA-04--PA-08,Vollstaendig,0.007590260900028
Paderborn,PA-05,PA-04--PA-09,Gleichgewichtung,-0.0527338739761766
Paderborn,PA-05,PA-04--PA-09,1/d^2,0.019371677252438
Paderborn,PA-05,PA-04--PA-09,Wald + Wind,-0.0657902051880958
Paderborn,PA-05,PA-04--PA-09,Vollstaendig,-0.061755092068988
Paderborn,PA-05,PA-04--PA-10,Gleichgewichtung,-0.0399659227132403
Paderborn,PA-05,PA-04--PA-10,1/d^2,0.0071335184999734
Paderborn,PA-05,PA-04--PA-10,Wald + Wind,-0.0375722821278975
Paderborn,PA-05,PA-04--PA-10,Vollstaendig,-0.04281763596655
Paderborn,PA-05,PA-04--PA-11,Gleichgewichtung,0.0067087649755574
Paderborn,PA-05,PA-04--PA-11,1/d^2,0.0300906886015123
Paderborn,PA-05,PA-04--PA-11,Wald + Wind,0.0021725985660383
Paderborn,PA-05,PA-04--PA-11,Vollstaendig,0.0044584597348421
Paderborn,PA-05,PA-04--PA-12,Gleichgewichtung,-0.0572900459066198
Paderborn,PA-05,PA-04--PA-12,1/d^2,0.0198181525142811
Paderborn,PA-05,PA-04--PA-12,Wald + Wind,-0.0393386470842949
Paderborn,PA-05,PA-04--PA-12,Vollstaendig,-0.0581707827927246
Paderborn,PA-05,PA-06--PA-07,Gleichgewichtung,-0.0787350529247691
Paderborn,PA-05,PA-06--PA-07,1/d^2,-0.0668938302149484
Paderborn,PA-05,PA-06--PA-07,Wald + Wind,-0.0745209961509726
Paderborn,PA-05,PA-06--PA-07,Vollstaendig,-0.07604110661952
Paderborn,PA-05,PA-06--PA-08,Gleichgewichtung,-0.0613129220870462
Paderborn,PA-05,PA-06--PA-08,1/d^2,-0.045856488542775
Paderborn,PA-05,PA-06--PA-08,Wald + Wind,-0.0637524852692644
Paderborn,PA-05,PA-06--PA-08,Vollstaendig,-0.0593116729130935
Paderborn,PA-05,PA-06--PA-09,Gleichgewichtung,-0.1299867538535591
Paderborn,PA-05,PA-06--PA-09,1/d^2,-0.1146845824059678
Paderborn,PA-05,PA-06--PA-09,Wald + Wind,-0.1258181412460209
Paderborn,PA-05,PA-06--PA-09,Vollstaendig,-0.1301061009369237
Paderborn,PA-05,PA-06--PA-10,Gleichgewichtung,-0.1162003791387683
Paderborn,PA-05,PA-06--PA-10,1/d^2,-0.1128226934874422
Paderborn,PA-05,PA-06--PA-10,Wald + Wind,-0.1139026827806562
Paderborn,PA-05,PA-06--PA-10,Vollstaendig,-0.1158516210229982
Paderborn,PA-05,PA-06--PA-11,Gleichgewichtung,-0.0659197980154478
Paderborn,PA-05,PA-06--PA-11,1/d^2,-0.0982238446123412
Paderborn,PA-05,PA-06--PA-11,Wald + Wind,-0.074313895662735
Paderborn,PA-05,PA-06--PA-11,Vollstaendig,-0.066605721319532
Paderborn,PA-05,PA-06--PA-12,Gleichgewichtung,-0.1349097579510674
Paderborn,PA-05,PA-06--PA-12,1/d^2,-0.1154340495976409
Paderborn,PA-05,PA-06--PA-12,Wald + Wind,-0.1225723428625175
Paderborn,PA-05,PA-06--PA-12,Vollstaendig,-0.1328401346151815
Paderborn,PA-05,PA-07--PA-08,Gleichgewichtung,-0.0316409261288417
Paderborn,PA-05,PA-07--PA-08,1/d^2,-0.0327945905194119
Paderborn,PA-05,PA-07--PA-08,Wald + Wind,-0.0347960347105501
Paderborn,PA-05,PA-07--PA-08,Vollstaendig,-0.032411155593717
Paderborn,PA-05,PA-07--PA-09,Gleichgewichtung,-0.0982386135521644
Paderborn,PA-05,PA-07--PA-09,1/d^2,-0.05409255157285
Paderborn,PA-05,PA-07--PA-09,Wald + Wind,-0.0813753847762989
Paderborn,PA-05,PA-07--PA-09,Vollstaendig,-0.0940598970500768
Paderborn,PA-05,PA-07--PA-10,Gleichgewichtung,-0.0848801910527274
Paderborn,PA-05,PA-07--PA-10,1/d^2,-0.0570445368540995
Paderborn,PA-05,PA-07--PA-10,Wald + Wind,-0.0674305580931205
Paderborn,PA-05,PA-07--PA-10,Vollstaendig,-0.0796334089523419
Paderborn,PA-05,PA-07--PA-11,Gleichgewichtung,-0.0361128133436631
Paderborn,PA-05,PA-07--PA-11,1/d^2,-0.047002245187191
Paderborn,PA-05,PA-07--PA-11,Wald + Wind,-0.0401200340607519
Paderborn,PA-05,PA-07--PA-11,Vollstaendig,-0.0373969118917011
Paderborn,PA-05,PA-07--PA-12,Gleichgewichtung,-0.1030074090209914
Paderborn,PA-05,PA-07--PA-12,1/d^2,-0.0541590918413571
Paderborn,PA-05,PA-07--PA-12,Wald + Wind,-0.0706515011460804
Paderborn,PA-05,PA-07--PA-12,Vollstaendig,-0.0936216045802223
Paderborn,PA-05,PA-08--PA-09,Gleichgewichtung,-0.0804763834642037
Paderborn,PA-05,PA-08--PA-09,1/d^2,-0.0232715710036376
Paderborn,PA-05,PA-08--PA-09,Wald + Wind,-0.0699979662965144
Paderborn,PA-05,PA-08--PA-09,Vollstaendig,-0.0780159954387092
Paderborn,PA-05,PA-08--PA-10,Gleichgewichtung,-0.067351604933796
Paderborn,PA-05,PA-08--PA-10,1/d^2,-0.0287441273357703
Paderborn,PA-05,PA-08--PA-10,Wald + Wind,-0.0505075061831127
Paderborn,PA-05,PA-08--PA-10,Vollstaendig,-0.0621588639736212
Paderborn,PA-05,PA-08--PA-11,Gleichgewichtung,-0.0194116139563076
Paderborn,PA-05,PA-08--PA-11,1/d^2,-0.0156313152959812
Paderborn,PA-05,PA-08--PA-11,Wald + Wind,-0.0187750407159614
Paderborn,PA-05,PA-08--PA-11,Vollstaendig,-0.019155188370232
Paderborn,PA-05,PA-08--PA-12,Gleichgewichtung,-0.0851610253627526
Paderborn,PA-05,PA-08--PA-12,1/d^2,-0.0231894314247728
Paderborn,PA-05,PA-08--PA-12,Wald + Wind,-0.0530351000100142
Paderborn,PA-05,PA-08--PA-12,Vollstaendig,-0.0762251341159051
Paderborn,PA-05,PA-09--PA-10,Gleichgewichtung,-0.1364560987751529
Paderborn,PA-05,PA-09--PA-10,1/d^2,-0.1311649602581976
Paderborn,PA-05,PA-09--PA-10,Wald + Wind,-0.1388166023416772
Paderborn,PA-05,PA-09--PA-10,Vollstaendig,-0.1373044823408448
Paderborn,PA-05,PA-09--PA-11,Gleichgewichtung,-0.0851726040453499
Paderborn,PA-05,PA-09--PA-11,1/d^2,-0.0824353437512561
Paderborn,PA-05,PA-09--PA-11,Wald + Wind,-0.0844461179358719
Paderborn,PA-05,PA-09--PA-11,Vollstaendig,-0.0865538721486952
Paderborn,PA-05,PA-09--PA-12,Gleichgewichtung,-0.1555519921806301
Paderborn,PA-05,PA-09--PA-12,1/d^2,-0.1553458919638106
Paderborn,PA-05,PA-09--PA-12,Wald + Wind,-0.1539629236971682
Paderborn,PA-05,PA-09--PA-12,Vollstaendig,-0.1551112391243723
Paderborn,PA-05,PA-10--PA-11,Gleichgewichtung,-0.0719864492548352
Paderborn,PA-05,PA-10--PA-11,1/d^2,-0.0890033183077576
Paderborn,PA-05,PA-10--PA-11,Wald + Wind,-0.0631507939802361
Paderborn,PA-05,PA-10--PA-11,Vollstaendig,-0.0700677435017481
Paderborn,PA-05,PA-10--PA-12,Gleichgewichtung,-0.1414111340183304
Paderborn,PA-05,PA-10--PA-12,1/d^2,-0.1335689562997415
Paderborn,PA-05,PA-10--PA-12,Wald + Wind,-0.1384656707023234
Paderborn,PA-05,PA-10--PA-12,Vollstaendig,-0.1408989412373741
Paderborn,PA-05,PA-11--PA-12,Gleichgewichtung,-0.0898793497728021
Paderborn,PA-05,PA-11--PA-12,1/d^2,-0.0841540570901203
Paderborn,PA-05,PA-11--PA-12,Wald + Wind,-0.0678661625172019
Paderborn,PA-05,PA-11--PA-12,Vollstaendig,-0.0853958020263782
Paderborn,PA-06,PA-01--PA-02,Gleichgewichtung,0.1401032475370661
Paderborn,PA-06,PA-01--PA-02,1/d^2,0.1352364863606129
Paderborn,PA-06,PA-01--PA-02,Wald + Wind,0.1320773593563055
Paderborn,PA-06,PA-01--PA-02,Vollstaendig,0.1292874339619592
Paderborn,PA-06,PA-01--PA-03,Gleichgewichtung,0.0877965501124425
Paderborn,PA-06,PA-01--PA-03,1/d^2,0.0922018244624439
Paderborn,PA-06,PA-01--PA-03,Wald + Wind,0.0952950947846145
Paderborn,PA-06,PA-01--PA-03,Vollstaendig,0.0884604330583195
Paderborn,PA-06,PA-01--PA-04,Gleichgewichtung,0.1107059399293464
Paderborn,PA-06,PA-01--PA-04,1/d^2,0.1309196956674989
Paderborn,PA-06,PA-01--PA-04,Wald + Wind,0.1282569862465306
Paderborn,PA-06,PA-01--PA-04,Vollstaendig,0.1153901629159469
Paderborn,PA-06,PA-01--PA-05,Gleichgewichtung,0.0920435189735384
Paderborn,PA-06,PA-01--PA-05,1/d^2,0.1066224230144868
Paderborn,PA-06,PA-01--PA-05,Wald + Wind,0.1045199262822142
Paderborn,PA-06,PA-01--PA-05,Vollstaendig,0.0940127010860791
Paderborn,PA-06,PA-01--PA-07,Gleichgewichtung,0.0676270515695564
Paderborn,PA-06,PA-01--PA-07,1/d^2,0.0619130567111557
Paderborn,PA-06,PA-01--PA-07,Wald + Wind,0.0631284845884805
Paderborn,PA-06,PA-01--PA-07,Vollstaendig,0.0666521374116522
Paderborn,PA-06,PA-01--PA-08,Gleichgewichtung,0.0844299271681124
Paderborn,PA-06,PA-01--PA-08,1/d^2,0.0924535522442433
Paderborn,PA-06,PA-01--PA-08,Wald + Wind,0.092132630759183
Paderborn,PA-06,PA-01--PA-08,Vollstaendig,0.0857809062467434
Paderborn,PA-06,PA-01--PA-09,Gleichgewichtung,0.018258512387473
Paderborn,PA-06,PA-01--PA-09,1/d^2,-0.0135125320076131
Paderborn,PA-06,PA-01--PA-09,Wald + Wind,-0.0247287195024511
Paderborn,PA-06,PA-01--PA-09,Vollstaendig,0.0118050326055261
Paderborn,PA-06,PA-01--PA-10,Gleichgewichtung,0.031529155261911
Paderborn,PA-06,PA-01--PA-10,1/d^2,-0.0042979187745498
Paderborn,PA-06,PA-01--PA-10,Wald + Wind,0.0008909651597104
Paderborn,PA-06,PA-01--PA-10,Vollstaendig,0.0252501480896422
Paderborn,PA-06,PA-01--PA-11,Gleichgewichtung,0.0799857881878053
Paderborn,PA-06,PA-01--PA-11,1/d^2,0.0829484581677037
Paderborn,PA-06,PA-01--PA-11,Wald + Wind,0.0838090320596818
Paderborn,PA-06,PA-01--PA-11,Vollstaendig,0.0802777445528813
Paderborn,PA-06,PA-01--PA-12,Gleichgewichtung,0.0135213364022448
Paderborn,PA-06,PA-01--PA-12,1/d^2,-0.013449967283202
Paderborn,PA-06,PA-01--PA-12,Wald + Wind,-0.0116692537028413
Paderborn,PA-06,PA-01--PA-12,Vollstaendig,0.0144196885035956
Paderborn,PA-06,PA-02--PA-03,Gleichgewichtung,0.1531121399113873
Paderborn,PA-06,PA-02--PA-03,1/d^2,0.1334825992392561
Paderborn,PA-06,PA-02--PA-03,Wald + Wind,0.1210324970285138
Paderborn,PA-06,PA-02--PA-03,Vollstaendig,0.1422715012256067
Paderborn,PA-06,PA-02--PA-04,Gleichgewichtung,0.1745884498146848
Paderborn,PA-06,PA-02--PA-04,1/d^2,0.1572382845935999
Paderborn,PA-06,PA-02--PA-04,Wald + Wind,0.1582402041276666
Paderborn,PA-06,PA-02--PA-04,Vollstaendig,0.1663961358787
Paderborn,PA-06,PA-02--PA-05,Gleichgewichtung,0.1570911139975419
Paderborn,PA-06,PA-02--PA-05,1/d^2,0.1175362417011014
Paderborn,PA-06,PA-02--PA-05,Wald + Wind,0.121535227460813
Paderborn,PA-06,PA-02--PA-05,Vollstaendig,0.1444369874976074
Paderborn,PA-06,PA-02--PA-07,Gleichgewichtung,0.1342300415795405
Paderborn,PA-06,PA-02--PA-07,1/d^2,0.0675103816011346
Paderborn,PA-06,PA-02--PA-07,Wald + Wind,0.0786154117579299
Paderborn,PA-06,PA-02--PA-07,Vollstaendig,0.1118626903134861
Paderborn,PA-06,PA-02--PA-08,Gleichgewichtung,0.1499587185319575
Paderborn,PA-06,PA-02--PA-08,1/d^2,0.1061952090260474
Paderborn,PA-06,PA-02--PA-08,Wald + Wind,0.1066523750337688
Paderborn,PA-06,PA-02--PA-08,Vollstaendig,0.1342461544232107
Paderborn,PA-06,PA-02--PA-09,Gleichgewichtung,0.0881170109762035
Paderborn,PA-06,PA-02--PA-09,1/d^2,0.0131740486908634
Paderborn,PA-06,PA-02--PA-09,Wald + Wind,-0.0119200727648564
Paderborn,PA-06,PA-02--PA-09,Vollstaendig,0.054302547118885
Paderborn,PA-06,PA-02--PA-10,Gleichgewichtung,0.10049774676259
Paderborn,PA-06,PA-02--PA-10,1/d^2,0.0066015082364318
Paderborn,PA-06,PA-02--PA-10,Wald + Wind,0.0160969158646108
Paderborn,PA-06,PA-02--PA-10,Vollstaendig,0.0672892817563183
Paderborn,PA-06,PA-02--PA-11,Gleichgewichtung,0.1457970494311133
Paderborn,PA-06,PA-02--PA-11,1/d^2,0.1136750084518191
Paderborn,PA-06,PA-02--PA-11,Wald + Wind,0.1042653058083216
Paderborn,PA-06,PA-02--PA-11,Vollstaendig,0.1332830326797416
Paderborn,PA-06,PA-02--PA-12,Gleichgewichtung,0.0837001792903694
Paderborn,PA-06,PA-02--PA-12,1/d^2,0.0204091639715741
Paderborn,PA-06,PA-02--PA-12,Wald + Wind,0.0187981316547726
Paderborn,PA-06,PA-02--PA-12,Vollstaendig,0.0641536627323664
Paderborn,PA-06,PA-03--PA-04,Gleichgewichtung,0.1241003475523566
Paderborn,PA-06,PA-03--PA-04,1/d^2,0.1307650493014832
Paderborn,PA-06,PA-03--PA-04,Wald + Wind,0.1224055480061603
Paderborn,PA-06,PA-03--PA-04,Vollstaendig,0.1259383521748494
Paderborn,PA-06,PA-03--PA-05,Gleichgewichtung,0.1056885320726727
Paderborn,PA-06,PA-03--PA-05,1/d^2,0.108497379115395
Paderborn,PA-06,PA-03--PA-05,Wald + Wind,0.1067203170308665
Paderborn,PA-06,PA-03--PA-05,Vollstaendig,0.1059470329668652
Paderborn,PA-06,PA-03--PA-07,Gleichgewichtung,0.081606981680163
Paderborn,PA-06,PA-03--PA-07,1/d^2,0.0649256027224219
Paderborn,PA-06,PA-03--PA-07,Wald + Wind,0.0760895671741025
Paderborn,PA-06,PA-03--PA-07,Vollstaendig,0.0794461588707223
Paderborn,PA-06,PA-03--PA-08,Gleichgewichtung,0.0981785106943448
Paderborn,PA-06,PA-03--PA-08,1/d^2,0.0961938061811406
Paderborn,PA-06,PA-03--PA-08,Wald + Wind,0.0971033730629692
Paderborn,PA-06,PA-03--PA-08,Vollstaendig,0.0979074585742654
Paderborn,PA-06,PA-03--PA-09,Gleichgewichtung,0.032940762341486
Paderborn,PA-06,PA-03--PA-09,1/d^2,0.0132690036033164
Paderborn,PA-06,PA-03--PA-09,Wald + Wind,0.0101955528548787
Paderborn,PA-06,PA-03--PA-09,Vollstaendig,0.0283437248305106
Paderborn,PA-06,PA-03--PA-10,Gleichgewichtung,0.0460192449921207
Paderborn,PA-06,PA-03--PA-10,1/d^2,0.0072582780084061
Paderborn,PA-06,PA-03--PA-10,Wald + Wind,0.0319692176041473
Paderborn,PA-06,PA-03--PA-10,Vollstaendig,0.0404616276087463
Paderborn,PA-06,PA-03--PA-11,Gleichgewichtung,0.0937951874162766
Paderborn,PA-06,PA-03--PA-11,1/d^2,0.0922415106327445
Paderborn,PA-06,PA-03--PA-11,Wald + Wind,0.0927778089793609
Paderborn,PA-06,PA-03--PA-11,Vollstaendig,0.093795030682626
Paderborn,PA-06,PA-03--PA-12,Gleichgewichtung,0.0282727920562815
Paderborn,PA-06,PA-03--PA-12,1/d^2,0.0187626201509011
Paderborn,PA-06,PA-03--PA-12,Wald + Wind,0.0423457500602846
Paderborn,PA-06,PA-03--PA-12,Vollstaendig,0.0330122100860182
Paderborn,PA-06,PA-04--PA-05,Gleichgewichtung,0.1281962100922416
Paderborn,PA-06,PA-04--PA-05,1/d^2,0.1196607801040269
Paderborn,PA-06,PA-04--PA-05,Wald + Wind,0.1224240555063831
Paderborn,PA-06,PA-04--PA-05,Vollstaendig,0.128570127405754
Paderborn,PA-06,PA-04--PA-07,Gleichgewichtung,0.1046569836586296
Paderborn,PA-06,PA-04--PA-07,1/d^2,0.0747088812581063
Paderborn,PA-06,PA-04--PA-07,Wald + Wind,0.0900204762317145
Paderborn,PA-06,PA-04--PA-07,Vollstaendig,0.1035816655042436
Paderborn,PA-06,PA-04--PA-08,Gleichgewichtung,0.1208539489102974
Paderborn,PA-06,PA-04--PA-08,1/d^2,0.1115352017137426
Paderborn,PA-06,PA-04--PA-08,Wald + Wind,0.1108096146139636
Paderborn,PA-06,PA-04--PA-08,Vollstaendig,0.1208757614916904
Paderborn,PA-06,PA-04--PA-09,Gleichgewichtung,0.0571264728789565
Paderborn,PA-06,PA-04--PA-09,1/d^2,0.059632725806397
Paderborn,PA-06,PA-04--PA-09,Wald + Wind,0.0207475536422331
Paderborn,PA-06,PA-04--PA-09,Vollstaendig,0.0587819620310266
Paderborn,PA-06,PA-04--PA-10,Gleichgewichtung,0.0698944241418932
Paderborn,PA-06,PA-04--PA-10,1/d^2,0.0328446531953377
Paderborn,PA-06,PA-04--PA-10,Wald + Wind,0.0446394384683052
Paderborn,PA-06,PA-04--PA-10,Vollstaendig,0.068708442165294
Paderborn,PA-06,PA-04--PA-11,Gleichgewichtung,0.116569111830691
Paderborn,PA-06,PA-04--PA-11,1/d^2,0.1197155510347935
Paderborn,PA-06,PA-04--PA-11,Wald + Wind,0.1103779864114749
Paderborn,PA-06,PA-04--PA-11,Vollstaendig,0.1190413751298512
Paderborn,PA-06,PA-04--PA-12,Gleichgewichtung,0.0525703009485134
Paderborn,PA-06,PA-04--PA-12,1/d^2,0.0702193844323448
Paderborn,PA-06,PA-04--PA-12,Wald + Wind,0.0635383820674411
Paderborn,PA-06,PA-04--PA-12,Vollstaendig,0.0666163236597768
Paderborn,PA-06,PA-05--PA-07,Gleichgewichtung,0.0858802627061314
Paderborn,PA-06,PA-05--PA-07,1/d^2,0.0776538036576704
Paderborn,PA-06,PA-05--PA-07,Wald + Wind,0.0851791660944378
Paderborn,PA-06,PA-05--PA-07,Vollstaendig,0.0847657541607737
Paderborn,PA-06,PA-05--PA-08,Gleichgewichtung,0.1023817078364547
Paderborn,PA-06,PA-05--PA-08,1/d^2,0.103343119563184
Paderborn,PA-06,PA-05--PA-08,Wald + Wind,0.1017605733341656
Paderborn,PA-06,PA-05--PA-08,Vollstaendig,0.1022335547247751
Paderborn,PA-06,PA-05--PA-09,Gleichgewichtung,0.037426674024883
Paderborn,PA-06,PA-05--PA-09,1/d^2,0.0734709919325356
Paderborn,PA-06,PA-05--PA-09,Wald + Wind,0.0317079680028622
Paderborn,PA-06,PA-05--PA-09,Vollstaendig,0.0372162687487259
Paderborn,PA-06,PA-05--PA-10,Gleichgewichtung,0.0504469985891443
Paderborn,PA-06,PA-05--PA-10,1/d^2,0.0511554008879202
Paderborn,PA-06,PA-05--PA-10,Wald + Wind,0.0506015088867388
Paderborn,PA-06,PA-05--PA-10,Vollstaendig,0.0482702586936844
Paderborn,PA-06,PA-05--PA-11,Gleichgewichtung,0.0980168100482199
Paderborn,PA-06,PA-05--PA-11,1/d^2,0.104498552985706
Paderborn,PA-06,PA-05--PA-11,Wald + Wind,0.0994374474166938
Paderborn,PA-06,PA-05--PA-11,Vollstaendig,0.0987530866620274
Paderborn,PA-06,PA-05--PA-12,Gleichgewichtung,0.0327796455656596
Paderborn,PA-06,PA-05--PA-12,1/d^2,0.0796156728331405
Paderborn,PA-06,PA-05--PA-12,Wald + Wind,0.0654449729694475
Paderborn,PA-06,PA-05--PA-12,Vollstaendig,0.0426581777322008
Paderborn,PA-06,PA-07--PA-08,Gleichgewichtung,0.0782194207262918
Paderborn,PA-06,PA-07--PA-08,1/d^2,0.0707068973756536
Paderborn,PA-06,PA-07--PA-08,Wald + Wind,0.0791238917650203
Paderborn,PA-06,PA-07--PA-08,Vollstaendig,0.0777803019933073
Paderborn,PA-06,PA-07--PA-09,Gleichgewichtung,0.0116217333029691
Paderborn,PA-06,PA-07--PA-09,1/d^2,0.0471128438773107
Paderborn,PA-06,PA-07--PA-09,Wald + Wind,0.0092175882900862
Paderborn,PA-06,PA-07--PA-09,Vollstaendig,0.0138150722146686
Paderborn,PA-06,PA-07--PA-10,Gleichgewichtung,0.0249801558024058
Paderborn,PA-06,PA-07--PA-10,1/d^2,0.0377656869970577
Paderborn,PA-06,PA-07--PA-10,Wald + Wind,0.0261412218549491
Paderborn,PA-06,PA-07--PA-10,Vollstaendig,0.0253645667354468
Paderborn,PA-06,PA-07--PA-11,Gleichgewichtung,0.0737475335114702
Paderborn,PA-06,PA-07--PA-11,1/d^2,0.0644852736243359
Paderborn,PA-06,PA-07--PA-11,Wald + Wind,0.0719204266766279
Paderborn,PA-06,PA-07--PA-11,Vollstaendig,0.0724190716690268
Paderborn,PA-06,PA-07--PA-12,Gleichgewichtung,0.006852937834142
Paderborn,PA-06,PA-07--PA-12,1/d^2,0.049511325841162
Paderborn,PA-06,PA-07--PA-12,Wald + Wind,0.0310727118488863
Paderborn,PA-06,PA-07--PA-12,Vollstaendig,0.0162576376993588
Paderborn,PA-06,PA-08--PA-09,Gleichgewichtung,0.0293839633909294
Paderborn,PA-06,PA-08--PA-09,1/d^2,0.0550640069226299
Paderborn,PA-06,PA-08--PA-09,Wald + Wind,0.0298474683657156
Paderborn,PA-06,PA-08--PA-09,Vollstaendig,0.0305290165852466
Paderborn,PA-06,PA-08--PA-10,Gleichgewichtung,0.0425087419213374
Paderborn,PA-06,PA-08--PA-10,1/d^2,0.0362167492212863
Paderborn,PA-06,PA-08--PA-10,Wald + Wind,0.0470775893903759
Paderborn,PA-06,PA-08--PA-10,Vollstaendig,0.0416595637082225
Paderborn,PA-06,PA-08--PA-11,Gleichgewichtung,0.0904487328988256
Paderborn,PA-06,PA-08--PA-11,1/d^2,0.0924261991078396
Paderborn,PA-06,PA-08--PA-11,Wald + Wind,0.0913301870727114
Paderborn,PA-06,PA-08--PA-11,Vollstaendig,0.0908077068209954
Paderborn,PA-06,PA-08--PA-12,Gleichgewichtung,0.0246993214923807
Paderborn,PA-06,PA-08--PA-12,1/d^2,0.0610418711270072
Paderborn,PA-06,PA-08--PA-12,Wald + Wind,0.0590290556363467
Paderborn,PA-06,PA-08--PA-12,Vollstaendig,0.0350569619680795
Paderborn,PA-06,PA-09--PA-10,Gleichgewichtung,-0.0265957519200193
Paderborn,PA-06,PA-09--PA-10,1/d^2,-0.0199157406078402
Paderborn,PA-06,PA-09--PA-10,Wald + Wind,-0.0276920060011983
Paderborn,PA-06,PA-09--PA-10,Vollstaendig,-0.0261386436481982
Paderborn,PA-06,PA-09--PA-11,Gleichgewichtung,0.0246877428097833
Paderborn,PA-06,PA-09--PA-11,1/d^2,0.0197367852597352
Paderborn,PA-06,PA-09--PA-11,Wald + Wind,0.012371698903872
Paderborn,PA-06,PA-09--PA-11,Vollstaendig,0.0205917614067511
Paderborn,PA-06,PA-09--PA-12,Gleichgewichtung,-0.0456916453254967
Paderborn,PA-06,PA-09--PA-12,1/d^2,-0.0449099053369855
Paderborn,PA-06,PA-09--PA-12,Wald + Wind,-0.0432996819514283
Paderborn,PA-06,PA-09--PA-12,Vollstaendig,-0.0450537765972592
Paderborn,PA-06,PA-10--PA-11,Gleichgewichtung,0.0378738976002981
Paderborn,PA-06,PA-10--PA-11,1/d^2,0.010991151315023
Paderborn,PA-06,PA-10--PA-11,Wald + Wind,0.0320929623347225
Paderborn,PA-06,PA-10--PA-11,Vollstaendig,0.0330703920156575
Paderborn,PA-06,PA-10--PA-12,Gleichgewichtung,-0.0315507871631967
Paderborn,PA-06,PA-10--PA-12,1/d^2,-0.02038065978474
Paderborn,PA-06,PA-10--PA-12,Wald + Wind,-0.0237441324826561
Paderborn,PA-06,PA-10--PA-12,Vollstaendig,-0.0285383498039772
Paderborn,PA-06,PA-11--PA-12,Gleichgewichtung,0.0199809970823311
Paderborn,PA-06,PA-11--PA-12,1/d^2,0.0253001152887162
Paderborn,PA-06,PA-11--PA-12,Wald + Wind,0.0409545916032386
Paderborn,PA-06,PA-11--PA-12,Vollstaendig,0.0242428611865042
Paderborn,PA-07,PA-01--PA-02,Gleichgewichtung,0.0787922714686821
Paderborn,PA-07,PA-01--PA-02,1/d^2,0.0760721611433634
Paderborn,PA-07,PA-01--PA-02,Wald + Wind,0.0781951948602403
Paderborn,PA-07,PA-01--PA-02,Vollstaendig,0.0783988357116298
Paderborn,PA-07,PA-01--PA-03,Gleichgewichtung,0.0264855740440584
Paderborn,PA-07,PA-01--PA-03,1/d^2,0.0324720594072927
