modell,teststandort,merkmal,koeffizient_standardisiert
Distanz + RIX + Wind,Bad Berleburg,mittlerer_rix_prozent,0.349800798042735
Distanz + RIX + Wind,Bad Berleburg,winddissimilaritaet_log_rms,0.4365689145920138
Distanz + RIX + Wind,Borken-Coesfeld,distanz_m,0.0114276058596557
Distanz + RIX + Wind,Borken-Coesfeld,mittlerer_rix_prozent,0.2692172633040691
Distanz + RIX + Wind,Borken-Coesfeld,winddissimilaritaet_log_rms,0.4262750394218876
Distanz + RIX + Wind,Lorup,distanz_m,-0.0573760419241519
Distanz + RIX + Wind,Lorup,mittlerer_rix_prozent,0.2356498057092439
Distanz + RIX + Wind,Lorup,winddissimilaritaet_log_rms,0.3811800387774324
Distanz + RIX + Wind,Ostfriesland,distanz_m,0.1181435145931288
Distanz + RIX + Wind,Ostfriesland,mittlerer_rix_prozent,0.270691442074346
Distanz + RIX + Wind,Ostfriesland,winddissimilaritaet_log_rms,0.4161208544591867
Distanz + RIX + Wind,Paderborn,distanz_m,-0.0158928344093173
Distanz + RIX + Wind,Paderborn,mittlerer_rix_prozent,0.0673959030678989
Distanz + RIX + Wind,Paderborn,winddissimilaritaet_log_rms,0.092008211833961
Distanz + RIX + Wind,Rheda-Beckum,distanz_m,-0.0374467968792147
Distanz + RIX + Wind,Rheda-Beckum,mittlerer_rix_prozent,0.3237138136406458
Distanz + RIX + Wind,Rheda-Beckum,winddissimilaritaet_log_rms,0.4512543440646616
Distanz + Gelaendehoehe + Rauigkeit,Alpen-Sevelen,distanz_m,-0.039443595720516
Distanz + Gelaendehoehe + Rauigkeit,Alpen-Sevelen,gelaendehoehendifferenz_m,0.3024151873867383
Distanz + Gelaendehoehe + Rauigkeit,Alpen-Sevelen,rauigkeitsdifferenz_rms_m,0.0838585870633933
Distanz + Gelaendehoehe + Rauigkeit,Altenmellrich,distanz_m,0.061711837554697
Distanz + Gelaendehoehe + Rauigkeit,Altenmellrich,gelaendehoehendifferenz_m,0.1838170779194684
Distanz + Gelaendehoehe + Rauigkeit,Altenmellrich,rauigkeitsdifferenz_rms_m,0.1153287415085815
Distanz + Gelaendehoehe + Rauigkeit,Bad Berleburg,distanz_m,0.023184157239064
Distanz + Gelaendehoehe + Rauigkeit,Bad Berleburg,gelaendehoehendifferenz_m,0.4069081632263975
Distanz + Gelaendehoehe + Rauigkeit,Bad Berleburg,rauigkeitsdifferenz_rms_m,0.0407663618994849
Distanz + Gelaendehoehe + Rauigkeit,Borken-Coesfeld,distanz_m,-0.0001100353289766
Distanz + Gelaendehoehe + Rauigkeit,Borken-Coesfeld,gelaendehoehendifferenz_m,0.3076283015824131
Distanz + Gelaendehoehe + Rauigkeit,Borken-Coesfeld,rauigkeitsdifferenz_rms_m,0.1194199572084677
Distanz + Gelaendehoehe + Rauigkeit,Lorup,distanz_m,-0.0916057753194321
Distanz + Gelaendehoehe + Rauigkeit,Lorup,gelaendehoehendifferenz_m,0.2578649271479578
Distanz + Gelaendehoehe + Rauigkeit,Lorup,rauigkeitsdifferenz_rms_m,0.1847197837281197
Distanz + Gelaendehoehe + Rauigkeit,Ostfriesland,distanz_m,0.0932125343033449
Distanz + Gelaendehoehe + Rauigkeit,Ostfriesland,gelaendehoehendifferenz_m,0.2662265264721887
Distanz + Gelaendehoehe + Rauigkeit,Ostfriesland,rauigkeitsdifferenz_rms_m,0.1033876420373934
Distanz + Gelaendehoehe + Rauigkeit,Paderborn,distanz_m,-0.0872725501257053
Distanz + Gelaendehoehe + Rauigkeit,Paderborn,gelaendehoehendifferenz_m,0.3479411924610711
Distanz + Gelaendehoehe + Rauigkeit,Paderborn,rauigkeitsdifferenz_rms_m,0.0467609728056517
Distanz + Gelaendehoehe + Rauigkeit,Rheda-Beckum,distanz_m,-0.0773985873005279
Distanz + Gelaendehoehe + Rauigkeit,Rheda-Beckum,gelaendehoehendifferenz_m,0.3478362729059243
Distanz + Gelaendehoehe + Rauigkeit,Rheda-Beckum,rauigkeitsdifferenz_rms_m,0.1238023970281754
Distanz + Gelaendehoehe + Wald,Alpen-Sevelen,distanz_m,-0.0378075379099078
Distanz + Gelaendehoehe + Wald,Alpen-Sevelen,gelaendehoehendifferenz_m,0.25967713029341
Distanz + Gelaendehoehe + Wald,Alpen-Sevelen,waldanteilsdifferenz_rms,0.2501724370525716
Distanz + Gelaendehoehe + Wald,Altenmellrich,distanz_m,0.0608586161392418
Distanz + Gelaendehoehe + Wald,Altenmellrich,gelaendehoehendifferenz_m,0.1684846053240015
Distanz + Gelaendehoehe + Wald,Altenmellrich,waldanteilsdifferenz_rms,0.2154735474952185
Distanz + Gelaendehoehe + Wald,Bad Berleburg,distanz_m,0.0210075189531671
Distanz + Gelaendehoehe + Wald,Bad Berleburg,gelaendehoehendifferenz_m,0.3570138446951325
Distanz + Gelaendehoehe + Wald,Bad Berleburg,waldanteilsdifferenz_rms,0.2070079082381287
Distanz + Gelaendehoehe + Wald,Borken-Coesfeld,distanz_m,0.0036809820626502
Distanz + Gelaendehoehe + Wald,Borken-Coesfeld,gelaendehoehendifferenz_m,0.2845932971190504
Distanz + Gelaendehoehe + Wald,Borken-Coesfeld,waldanteilsdifferenz_rms,0.2102526769528687
Distanz + Gelaendehoehe + Wald,Lorup,distanz_m,-0.077270532143824
Distanz + Gelaendehoehe + Wald,Lorup,gelaendehoehendifferenz_m,0.2190792361724435
Distanz + Gelaendehoehe + Wald,Lorup,waldanteilsdifferenz_rms,0.3176154948110501
Distanz + Gelaendehoehe + Wald,Ostfriesland,distanz_m,0.097720613482302
Distanz + Gelaendehoehe + Wald,Ostfriesland,gelaendehoehendifferenz_m,0.2493218528264088
Distanz + Gelaendehoehe + Wald,Ostfriesland,waldanteilsdifferenz_rms,0.1524283543221205
Distanz + Gelaendehoehe + Wald,Paderborn,distanz_m,-0.063092309325885
Distanz + Gelaendehoehe + Wald,Paderborn,gelaendehoehendifferenz_m,0.3094154394166933
Distanz + Gelaendehoehe + Wald,Paderborn,waldanteilsdifferenz_rms,0.2095300791368149
Distanz + Gelaendehoehe + Wald,Rheda-Beckum,distanz_m,-0.0626575941968915
Distanz + Gelaendehoehe + Wald,Rheda-Beckum,gelaendehoehendifferenz_m,0.3152583124442984
Distanz + Gelaendehoehe + Wald,Rheda-Beckum,waldanteilsdifferenz_rms,0.2228847861621589
Distanz + Gelaendehoehe + Wind,Alpen-Sevelen,distanz_m,-0.0535602097529694
Distanz + Gelaendehoehe + Wind,Alpen-Sevelen,gelaendehoehendifferenz_m,0.1999967680436046
Distanz + Gelaendehoehe + Wind,Alpen-Sevelen,winddissimilaritaet_log_rms,0.438047143503042
Distanz + Gelaendehoehe + Wind,Altenmellrich,distanz_m,0.0544543143160928
Distanz + Gelaendehoehe + Wind,Altenmellrich,gelaendehoehendifferenz_m,0.0930652262349845
Distanz + Gelaendehoehe + Wind,Altenmellrich,winddissimilaritaet_log_rms,0.4236805848203246
Distanz + Gelaendehoehe + Wind,Bad Berleburg,distanz_m,-0.0241139769376122
Distanz + Gelaendehoehe + Wind,Bad Berleburg,gelaendehoehendifferenz_m,0.24515211391663
Distanz + Gelaendehoehe + Wind,Bad Berleburg,winddissimilaritaet_log_rms,0.457539827469735
Distanz + Gelaendehoehe + Wind,Borken-Coesfeld,distanz_m,-0.0179787957933184
Distanz + Gelaendehoehe + Wind,Borken-Coesfeld,gelaendehoehendifferenz_m,0.2171482180566821
Distanz + Gelaendehoehe + Wind,Borken-Coesfeld,winddissimilaritaet_log_rms,0.4189410984150609
Distanz + Gelaendehoehe + Wind,Lorup,distanz_m,-0.0866727582846473
Distanz + Gelaendehoehe + Wind,Lorup,gelaendehoehendifferenz_m,0.1863753232585454
Distanz + Gelaendehoehe + Wind,Lorup,winddissimilaritaet_log_rms,0.3767054353274467
Distanz + Gelaendehoehe + Wind,Ostfriesland,distanz_m,0.0799462159900763
Distanz + Gelaendehoehe + Wind,Ostfriesland,gelaendehoehendifferenz_m,0.1722244036881073
Distanz + Gelaendehoehe + Wind,Ostfriesland,winddissimilaritaet_log_rms,0.4249136433357456
Distanz + Gelaendehoehe + Wind,Paderborn,distanz_m,-0.0590991442480725
Distanz + Gelaendehoehe + Wind,Paderborn,gelaendehoehendifferenz_m,0.2219791137708379
Distanz + Gelaendehoehe + Wind,Paderborn,winddissimilaritaet_log_rms,0.4374001255568381
Distanz + Gelaendehoehe + Wind,Rheda-Beckum,distanz_m,-0.0787401304849082
Distanz + Gelaendehoehe + Wind,Rheda-Beckum,gelaendehoehendifferenz_m,0.2432873033839379
Distanz + Gelaendehoehe + Wind,Rheda-Beckum,winddissimilaritaet_log_rms,0.4490857635063268
Distanz + Rauigkeit + Wald,Alpen-Sevelen,distanz_m,-0.0586242245395974
Distanz + Rauigkeit + Wald,Alpen-Sevelen,rauigkeitsdifferenz_rms_m,0.0860986187304008
Distanz + Rauigkeit + Wald,Alpen-Sevelen,waldanteilsdifferenz_rms,0.3085027649807659
Distanz + Rauigkeit + Wald,Altenmellrich,distanz_m,0.0126360159135405
Distanz + Rauigkeit + Wald,Altenmellrich,rauigkeitsdifferenz_rms_m,0.0299837231978402
Distanz + Rauigkeit + Wald,Altenmellrich,waldanteilsdifferenz_rms,0.0449215668227943
Distanz + Rauigkeit + Wald,Bad Berleburg,distanz_m,-0.0169434207020112
Distanz + Rauigkeit + Wald,Bad Berleburg,rauigkeitsdifferenz_rms_m,0.0902669689687695
Distanz + Rauigkeit + Wald,Bad Berleburg,waldanteilsdifferenz_rms,0.3240390398106688
Distanz + Rauigkeit + Wald,Borken-Coesfeld,distanz_m,-0.0181534461659604
Distanz + Rauigkeit + Wald,Borken-Coesfeld,rauigkeitsdifferenz_rms_m,0.1403521656178937
Distanz + Rauigkeit + Wald,Borken-Coesfeld,waldanteilsdifferenz_rms,0.2590194037000297
Distanz + Rauigkeit + Wald,Lorup,distanz_m,-0.1057182198968456
Distanz + Rauigkeit + Wald,Lorup,rauigkeitsdifferenz_rms_m,0.1714580211048529
Distanz + Rauigkeit + Wald,Lorup,waldanteilsdifferenz_rms,0.3419022221138217
Distanz + Rauigkeit + Wald,Ostfriesland,distanz_m,0.078484551772121
Distanz + Rauigkeit + Wald,Ostfriesland,rauigkeitsdifferenz_rms_m,0.126107651616739
Distanz + Rauigkeit + Wald,Ostfriesland,waldanteilsdifferenz_rms,0.1980450375413473
Distanz + Rauigkeit + Wald,Paderborn,distanz_m,-0.0979412359468401
Distanz + Rauigkeit + Wald,Paderborn,rauigkeitsdifferenz_rms_m,0.1008160087553292
Distanz + Rauigkeit + Wald,Paderborn,waldanteilsdifferenz_rms,0.2973994135915047
Distanz + Rauigkeit + Wald,Rheda-Beckum,distanz_m,-0.0915687197570865
Distanz + Rauigkeit + Wald,Rheda-Beckum,rauigkeitsdifferenz_rms_m,0.1332126219857169
Distanz + Rauigkeit + Wald,Rheda-Beckum,waldanteilsdifferenz_rms,0.2841369722985732
Distanz + Rauigkeit + Wind,Alpen-Sevelen,distanz_m,-0.0697833927754107
Distanz + Rauigkeit + Wind,Alpen-Sevelen,rauigkeitsdifferenz_rms_m,0.0472357769125968
Distanz + Rauigkeit + Wind,Alpen-Sevelen,winddissimilaritaet_log_rms,0.4936523656694838
Distanz + Rauigkeit + Wind,Altenmellrich,distanz_m,0.0506505894094741
Distanz + Rauigkeit + Wind,Altenmellrich,rauigkeitsdifferenz_rms_m,0.0518720607208007
Distanz + Rauigkeit + Wind,Altenmellrich,winddissimilaritaet_log_rms,0.4382432930247273
Distanz + Rauigkeit + Wind,Bad Berleburg,distanz_m,-0.1255156122212933
Distanz + Rauigkeit + Wind,Bad Berleburg,rauigkeitsdifferenz_rms_m,-0.3257873023366813
Distanz + Rauigkeit + Wind,Bad Berleburg,winddissimilaritaet_log_rms,1.2091889526391786
Distanz + Rauigkeit + Wind,Borken-Coesfeld,distanz_m,-0.0347273625492178
Distanz + Rauigkeit + Wind,Borken-Coesfeld,rauigkeitsdifferenz_rms_m,0.0801550982328148
Distanz + Rauigkeit + Wind,Borken-Coesfeld,winddissimilaritaet_log_rms,0.4704632584961144
Distanz + Rauigkeit + Wind,Lorup,distanz_m,-0.1119427482335001
Distanz + Rauigkeit + Wind,Lorup,rauigkeitsdifferenz_rms_m,0.1458833300970833
Distanz + Rauigkeit + Wind,Lorup,winddissimilaritaet_log_rms,0.4018833714068418
Distanz + Rauigkeit + Wind,Ostfriesland,distanz_m,0.0664884455409311
Distanz + Rauigkeit + Wind,Ostfriesland,rauigkeitsdifferenz_rms_m,0.0658503183323072
Distanz + Rauigkeit + Wind,Ostfriesland,winddissimilaritaet_log_rms,0.4677083846284986
Distanz + Rauigkeit + Wind,Paderborn,distanz_m,-0.0901631199538754
Distanz + Rauigkeit + Wind,Paderborn,rauigkeitsdifferenz_rms_m,0.0112498959109893
Distanz + Rauigkeit + Wind,Paderborn,winddissimilaritaet_log_rms,0.5215137061257882
Distanz + Rauigkeit + Wind,Rheda-Beckum,distanz_m,-0.0997337193014351
Distanz + Rauigkeit + Wind,Rheda-Beckum,rauigkeitsdifferenz_rms_m,0.0800574292516895
Distanz + Rauigkeit + Wind,Rheda-Beckum,winddissimilaritaet_log_rms,0.5107336210293965
Distanz + Wald + Wind,Alpen-Sevelen,distanz_m,-0.056485870781319
Distanz + Wald + Wind,Alpen-Sevelen,waldanteilsdifferenz_rms,0.2376941069656843
Distanz + Wald + Wind,Alpen-Sevelen,winddissimilaritaet_log_rms,0.4579958059070232
Distanz + Wald + Wind,Altenmellrich,distanz_m,0.0524259852185408
Distanz + Wald + Wind,Altenmellrich,waldanteilsdifferenz_rms,0.1608762794761598
Distanz + Wald + Wind,Altenmellrich,winddissimilaritaet_log_rms,0.4152261811953528
Distanz + Wald + Wind,Bad Berleburg,distanz_m,-0.0374578391934361
Distanz + Wald + Wind,Bad Berleburg,waldanteilsdifferenz_rms,0.1891931920805375
Distanz + Wald + Wind,Bad Berleburg,winddissimilaritaet_log_rms,0.5111855022521137
Distanz + Wald + Wind,Borken-Coesfeld,distanz_m,-0.0252945011915941
Distanz + Wald + Wind,Borken-Coesfeld,waldanteilsdifferenz_rms,0.2088680196480086
Distanz + Wald + Wind,Borken-Coesfeld,winddissimilaritaet_log_rms,0.4535745630230799
Distanz + Wald + Wind,Lorup,distanz_m,-0.0868726549049018
Distanz + Wald + Wind,Lorup,waldanteilsdifferenz_rms,0.2961910866997187
Distanz + Wald + Wind,Lorup,winddissimilaritaet_log_rms,0.375194137630974
Distanz + Wald + Wind,Ostfriesland,distanz_m,0.0746881119758222
Distanz + Wald + Wind,Ostfriesland,waldanteilsdifferenz_rms,0.1551886910384198
Distanz + Wald + Wind,Ostfriesland,winddissimilaritaet_log_rms,0.456839305205492
Distanz + Wald + Wind,Paderborn,distanz_m,-0.0531394357060156
Distanz + Wald + Wind,Paderborn,waldanteilsdifferenz_rms,0.2149731545588393
Distanz + Wald + Wind,Paderborn,winddissimilaritaet_log_rms,0.4854110058906671
Distanz + Wald + Wind,Rheda-Beckum,distanz_m,-0.0781648616769298
Distanz + Wald + Wind,Rheda-Beckum,waldanteilsdifferenz_rms,0.2183466878383806
Distanz + Wald + Wind,Rheda-Beckum,winddissimilaritaet_log_rms,0.4869524957594363
RIX + Gelaendehoehe + Rauigkeit,Alpen-Sevelen,mittlerer_rix_prozent,0.3518572064369611
RIX + Gelaendehoehe + Rauigkeit,Alpen-Sevelen,gelaendehoehendifferenz_m,0.2857537681224927
RIX + Gelaendehoehe + Rauigkeit,Alpen-Sevelen,rauigkeitsdifferenz_rms_m,0.0228080655894945
RIX + Gelaendehoehe + Rauigkeit,Altenmellrich,mittlerer_rix_prozent,0.3638006829003008
RIX + Gelaendehoehe + Rauigkeit,Altenmellrich,gelaendehoehendifferenz_m,0.1360017110389123
RIX + Gelaendehoehe + Rauigkeit,Altenmellrich,rauigkeitsdifferenz_rms_m,0.0458420362236196
RIX + Gelaendehoehe + Rauigkeit,Bad Berleburg,mittlerer_rix_prozent,0.8980504068819466
RIX + Gelaendehoehe + Rauigkeit,Bad Berleburg,gelaendehoehendifferenz_m,0.4047098111818237
RIX + Gelaendehoehe + Rauigkeit,Bad Berleburg,rauigkeitsdifferenz_rms_m,-0.4364974112190494
RIX + Gelaendehoehe + Rauigkeit,Borken-Coesfeld,mittlerer_rix_prozent,0.3158589680796568
RIX + Gelaendehoehe + Rauigkeit,Borken-Coesfeld,gelaendehoehendifferenz_m,0.2879504574976004
RIX + Gelaendehoehe + Rauigkeit,Borken-Coesfeld,rauigkeitsdifferenz_rms_m,0.0544992437955415
RIX + Gelaendehoehe + Rauigkeit,Lorup,mittlerer_rix_prozent,0.2817926734957452
RIX + Gelaendehoehe + Rauigkeit,Lorup,gelaendehoehendifferenz_m,0.2417301372875149
RIX + Gelaendehoehe + Rauigkeit,Lorup,rauigkeitsdifferenz_rms_m,0.121343560984058
RIX + Gelaendehoehe + Rauigkeit,Ostfriesland,mittlerer_rix_prozent,0.3058287801316258
RIX + Gelaendehoehe + Rauigkeit,Ostfriesland,gelaendehoehendifferenz_m,0.2426915862321869
RIX + Gelaendehoehe + Rauigkeit,Ostfriesland,rauigkeitsdifferenz_rms_m,0.0612958199365999
RIX + Gelaendehoehe + Rauigkeit,Paderborn,mittlerer_rix_prozent,0.0700533017930854
RIX + Gelaendehoehe + Rauigkeit,Paderborn,gelaendehoehendifferenz_m,0.0779555862089531
RIX + Gelaendehoehe + Rauigkeit,Paderborn,rauigkeitsdifferenz_rms_m,0.0184926939612706
RIX + Gelaendehoehe + Rauigkeit,Rheda-Beckum,mittlerer_rix_prozent,0.4010291737633984
RIX + Gelaendehoehe + Rauigkeit,Rheda-Beckum,gelaendehoehendifferenz_m,0.3357912117671156
RIX + Gelaendehoehe + Rauigkeit,Rheda-Beckum,rauigkeitsdifferenz_rms_m,0.0646042326510919
RIX + Gelaendehoehe + Wald,Alpen-Sevelen,mittlerer_rix_prozent,0.3297033685268598
RIX + Gelaendehoehe + Wald,Alpen-Sevelen,gelaendehoehendifferenz_m,0.2369044284292735
RIX + Gelaendehoehe + Wald,Alpen-Sevelen,waldanteilsdifferenz_rms,0.2083788180107229
RIX + Gelaendehoehe + Wald,Altenmellrich,mittlerer_rix_prozent,0.3480083855340051
RIX + Gelaendehoehe + Wald,Altenmellrich,gelaendehoehendifferenz_m,0.1120005769287912
RIX + Gelaendehoehe + Wald,Altenmellrich,waldanteilsdifferenz_rms,0.1554829989417434
RIX + Gelaendehoehe + Wald,Bad Berleburg,mittlerer_rix_prozent,0.371733304440779
RIX + Gelaendehoehe + Wald,Bad Berleburg,gelaendehoehendifferenz_m,0.2622705831409655
RIX + Gelaendehoehe + Wald,Bad Berleburg,waldanteilsdifferenz_rms,0.1252239682680892
RIX + Gelaendehoehe + Wald,Borken-Coesfeld,mittlerer_rix_prozent,0.3062965830301909
RIX + Gelaendehoehe + Wald,Borken-Coesfeld,gelaendehoehendifferenz_m,0.2577153517321135
RIX + Gelaendehoehe + Wald,Borken-Coesfeld,waldanteilsdifferenz_rms,0.1724474123051478
RIX + Gelaendehoehe + Wald,Lorup,mittlerer_rix_prozent,0.266841240850843
RIX + Gelaendehoehe + Wald,Lorup,gelaendehoehendifferenz_m,0.1964610891109361
RIX + Gelaendehoehe + Wald,Lorup,waldanteilsdifferenz_rms,0.2784791862724975
RIX + Gelaendehoehe + Wald,Ostfriesland,mittlerer_rix_prozent,0.3020146002928147
RIX + Gelaendehoehe + Wald,Ostfriesland,gelaendehoehendifferenz_m,0.222562396362357
RIX + Gelaendehoehe + Wald,Ostfriesland,waldanteilsdifferenz_rms,0.1261576915970282
RIX + Gelaendehoehe + Wald,Paderborn,mittlerer_rix_prozent,0.3242757397398662
RIX + Gelaendehoehe + Wald,Paderborn,gelaendehoehendifferenz_m,0.276727453700503
RIX + Gelaendehoehe + Wald,Paderborn,waldanteilsdifferenz_rms,0.1604055320400776
RIX + Gelaendehoehe + Wald,Rheda-Beckum,mittlerer_rix_prozent,0.3861414636969786
RIX + Gelaendehoehe + Wald,Rheda-Beckum,gelaendehoehendifferenz_m,0.3013422327312648
RIX + Gelaendehoehe + Wald,Rheda-Beckum,waldanteilsdifferenz_rms,0.1730894304802984
RIX + Gelaendehoehe + Wind,Alpen-Sevelen,mittlerer_rix_prozent,0.2751383660002131
RIX + Gelaendehoehe + Wind,Alpen-Sevelen,gelaendehoehendifferenz_m,0.189227504070373
RIX + Gelaendehoehe + Wind,Alpen-Sevelen,winddissimilaritaet_log_rms,0.3721914834981919
RIX + Gelaendehoehe + Wind,Altenmellrich,mittlerer_rix_prozent,0.2749168349231786
RIX + Gelaendehoehe + Wind,Altenmellrich,gelaendehoehendifferenz_m,0.0667619759990899
RIX + Gelaendehoehe + Wind,Altenmellrich,winddissimilaritaet_log_rms,0.3342828722492376
RIX + Gelaendehoehe + Wind,Bad Berleburg,mittlerer_rix_prozent,0.2997721135282067
RIX + Gelaendehoehe + Wind,Bad Berleburg,gelaendehoehendifferenz_m,0.1750014727604608
RIX + Gelaendehoehe + Wind,Bad Berleburg,winddissimilaritaet_log_rms,0.3794580282981418
RIX + Gelaendehoehe + Wind,Borken-Coesfeld,mittlerer_rix_prozent,0.2484661300989183
RIX + Gelaendehoehe + Wind,Borken-Coesfeld,gelaendehoehendifferenz_m,0.2024999306666561
RIX + Gelaendehoehe + Wind,Borken-Coesfeld,winddissimilaritaet_log_rms,0.3585672249746543
RIX + Gelaendehoehe + Wind,Lorup,mittlerer_rix_prozent,0.2296716590923141
RIX + Gelaendehoehe + Wind,Lorup,gelaendehoehendifferenz_m,0.1780135853534553
RIX + Gelaendehoehe + Wind,Lorup,winddissimilaritaet_log_rms,0.3161894290685107
RIX + Gelaendehoehe + Wind,Ostfriesland,mittlerer_rix_prozent,0.2344449101007219
RIX + Gelaendehoehe + Wind,Ostfriesland,gelaendehoehendifferenz_m,0.1552225657518313
RIX + Gelaendehoehe + Wind,Ostfriesland,winddissimilaritaet_log_rms,0.3742287016639596
RIX + Gelaendehoehe + Wind,Paderborn,mittlerer_rix_prozent,0.0663274657548499
RIX + Gelaendehoehe + Wind,Paderborn,gelaendehoehendifferenz_m,0.0720727843090642
RIX + Gelaendehoehe + Wind,Paderborn,winddissimilaritaet_log_rms,0.0861029111625608
RIX + Gelaendehoehe + Wind,Rheda-Beckum,mittlerer_rix_prozent,0.3172863594652769
RIX + Gelaendehoehe + Wind,Rheda-Beckum,gelaendehoehendifferenz_m,0.2408296492380915
RIX + Gelaendehoehe + Wind,Rheda-Beckum,winddissimilaritaet_log_rms,0.3639272350453807
RIX + Rauigkeit + Wald,Alpen-Sevelen,mittlerer_rix_prozent,0.3522503556580117
RIX + Rauigkeit + Wald,Alpen-Sevelen,rauigkeitsdifferenz_rms_m,0.029887121198445
RIX + Rauigkeit + Wald,Alpen-Sevelen,waldanteilsdifferenz_rms,0.2791858373032281
RIX + Rauigkeit + Wald,Altenmellrich,mittlerer_rix_prozent,0.3611069923618337
RIX + Rauigkeit + Wald,Altenmellrich,rauigkeitsdifferenz_rms_m,0.0342440698691753
RIX + Rauigkeit + Wald,Altenmellrich,waldanteilsdifferenz_rms,0.1749903821474592
RIX + Rauigkeit + Wald,Bad Berleburg,mittlerer_rix_prozent,0.4619772177253562
RIX + Rauigkeit + Wald,Bad Berleburg,rauigkeitsdifferenz_rms_m,-0.0288117791452423
RIX + Rauigkeit + Wald,Bad Berleburg,waldanteilsdifferenz_rms,0.2117183972752869
RIX + Rauigkeit + Wald,Borken-Coesfeld,mittlerer_rix_prozent,0.3239781783416466
RIX + Rauigkeit + Wald,Borken-Coesfeld,rauigkeitsdifferenz_rms_m,0.0786689067587417
RIX + Rauigkeit + Wald,Borken-Coesfeld,waldanteilsdifferenz_rms,0.2328527289062706
RIX + Rauigkeit + Wald,Lorup,mittlerer_rix_prozent,0.2725563253639541
RIX + Rauigkeit + Wald,Lorup,rauigkeitsdifferenz_rms_m,0.1138742676787347
RIX + Rauigkeit + Wald,Lorup,waldanteilsdifferenz_rms,0.3134415768260888
RIX + Rauigkeit + Wald,Ostfriesland,mittlerer_rix_prozent,0.3150196871411775
RIX + Rauigkeit + Wald,Ostfriesland,rauigkeitsdifferenz_rms_m,0.0847474815705331
RIX + Rauigkeit + Wald,Ostfriesland,waldanteilsdifferenz_rms,0.1767488642371791
RIX + Rauigkeit + Wald,Paderborn,mittlerer_rix_prozent,0.0708333790911434
RIX + Rauigkeit + Wald,Paderborn,rauigkeitsdifferenz_rms_m,0.0211817422739678
RIX + Rauigkeit + Wald,Paderborn,waldanteilsdifferenz_rms,0.0518036798912955
RIX + Rauigkeit + Wald,Rheda-Beckum,mittlerer_rix_prozent,0.4032858687578759
RIX + Rauigkeit + Wald,Rheda-Beckum,rauigkeitsdifferenz_rms_m,0.0845775147614052
RIX + Rauigkeit + Wald,Rheda-Beckum,waldanteilsdifferenz_rms,0.249993743830817
RIX + Rauigkeit + Wind,Alpen-Sevelen,mittlerer_rix_prozent,0.2903376076800443
RIX + Rauigkeit + Wind,Alpen-Sevelen,rauigkeitsdifferenz_rms_m,0.0047918707855719
RIX + Rauigkeit + Wind,Alpen-Sevelen,winddissimilaritaet_log_rms,0.4358247136054897
RIX + Rauigkeit + Wind,Altenmellrich,mittlerer_rix_prozent,0.2809207915741098
RIX + Rauigkeit + Wind,Altenmellrich,rauigkeitsdifferenz_rms_m,0.0098242359167304
RIX + Rauigkeit + Wind,Altenmellrich,winddissimilaritaet_log_rms,0.3516162993757273
RIX + Rauigkeit + Wind,Bad Berleburg,mittlerer_rix_prozent,0.606959431934082
RIX + Rauigkeit + Wind,Bad Berleburg,rauigkeitsdifferenz_rms_m,-0.4994315906511867
RIX + Rauigkeit + Wind,Bad Berleburg,winddissimilaritaet_log_rms,0.8789228798978137
RIX + Rauigkeit + Wind,Borken-Coesfeld,mittlerer_rix_prozent,0.2614141077218392
RIX + Rauigkeit + Wind,Borken-Coesfeld,rauigkeitsdifferenz_rms_m,0.0343748453688354
RIX + Rauigkeit + Wind,Borken-Coesfeld,winddissimilaritaet_log_rms,0.4187150021877406
RIX + Rauigkeit + Wind,Lorup,mittlerer_rix_prozent,0.2287579434273625
RIX + Rauigkeit + Wind,Lorup,rauigkeitsdifferenz_rms_m,0.1031245312298435
RIX + Rauigkeit + Wind,Lorup,winddissimilaritaet_log_rms,0.3523152155006504
RIX + Rauigkeit + Wind,Ostfriesland,mittlerer_rix_prozent,0.2424002947379999
RIX + Rauigkeit + Wind,Ostfriesland,rauigkeitsdifferenz_rms_m,0.038275783990212
RIX + Rauigkeit + Wind,Ostfriesland,winddissimilaritaet_log_rms,0.4196034478655821
RIX + Rauigkeit + Wind,Paderborn,mittlerer_rix_prozent,0.0672807573612989
RIX + Rauigkeit + Wind,Paderborn,rauigkeitsdifferenz_rms_m,0.0186585023466596
RIX + Rauigkeit + Wind,Paderborn,winddissimilaritaet_log_rms,0.0913691051535581
RIX + Rauigkeit + Wind,Rheda-Beckum,mittlerer_rix_prozent,0.3258898935492146
RIX + Rauigkeit + Wind,Rheda-Beckum,rauigkeitsdifferenz_rms_m,0.0415710499316376
RIX + Rauigkeit + Wind,Rheda-Beckum,winddissimilaritaet_log_rms,0.4393080874696378
RIX + Wald + Wind,Alpen-Sevelen,mittlerer_rix_prozent,0.2617833123421766
RIX + Wald + Wind,Alpen-Sevelen,waldanteilsdifferenz_rms,0.2079443177667121
RIX + Wald + Wind,Alpen-Sevelen,winddissimilaritaet_log_rms,0.3971751818504042
RIX + Wald + Wind,Altenmellrich,mittlerer_rix_prozent,0.2647735806266936
RIX + Wald + Wind,Altenmellrich,waldanteilsdifferenz_rms,0.1208849395311928
RIX + Wald + Wind,Altenmellrich,winddissimilaritaet_log_rms,0.3279154212811336
